trigram,chi-square
"('RNA', 'polymerase', 'transcription')",52551.6123536101
"('Lambda', 'phage', 'tail')",52518.607326290046
"('Phage', 'integrase', ""family,3'-to-5"")",52490.02176371891
"('beta', 'alpha', 'domain')",52347.058987037315
"('substrate', 'binding', 'domain')",52283.96468035625
"('DNA', 'N-glycosylase', 'activity')",52205.87921449084
"('Peptidase', 'family', ""M23,5'-3"")",52197.5339968811
"('Peptidase', 'family', 'S58')",52197.5339968811
"('Peptidase', 'family', 'S51')",52186.410974386024
"('Peptidase', 'C10', 'family')",51895.79170767491
"('rRNA', 'Methylase', 'family')",51876.373929802176
"('cyclic', 'nucleotide', 'binding')",51829.111440909335
"('polysaccharide', 'lyase', 'family')",51815.58803150361
"('III', 'subunit', 'epsilon')",51759.7905085515
"('hydroxylase', 'system', 'protein')",51613.1753568972
"('transport', 'system', 'involved')",51572.562421860195
"('associated', 'protein', 'Cas2')",51343.32457923337
"('associated', 'protein', 'Cas6,4Fe-4S')",51343.32457923337
"('associated', 'protein', 'KTI12,5')",51343.32457923337
"('peptidase', 'S24', 'family')",51340.33955614547
"('PFAM', 'Phage', 'XkdN-like')",51291.53948153292
"('membrane', 'fusion', 'protein')",51196.116331238365
"('collar', 'domain', ""protein,5'-3"")",51094.62402135412
"('regulatory', 'protein-like', 'family')",51017.561672888914
"('COGs', 'COG1061', 'DNA')",50874.53932668071
"('kinase', 'PfkB', 'family')",50574.976029303856
"('phage', 'RecT', 'family,4Fe-4S')",50489.36999621658
"('Bacteriophage', 'protein', 'GP30.3')",50420.97989744896
"('binding', 'protein', 'family')",50263.619023443236
"('binding', 'protein', 'LacI')",50215.720278766144
"('TerB', 'N-terminal', 'domain')",50213.37239796446
"('beta', 'phosphate', 'via')",50055.01736156556
"('secretion', 'system', 'protein')",49715.217649569764
"('phosphate', 'transport', 'system')",49667.93472867978
"('sheath', 'protein', 'FI,23S')",49523.344334846275
"('factor', 'Mce', 'family')",49188.66102217776
"('hydrolase/transferase', 'N-terminal', 'domain')",48643.05424772752
"('N-terminal', 'domain', 'protein,6-pyruvoyl')",48643.054247727516
"('Synthesis', 'associated', 'domain')",48470.21828061805
"('aminoacyl-tRNA', 'ligase', 'activity')",48252.16462024288
"('N-terminal', 'domain', 'protein')",47924.859903291166
"('complex', 'protein', 'CasA,3')",47896.33956781177
"('body', 'complex', 'protein')",47895.04907606793
"('RNA', 'polymerase', 'transcriptional')",47766.74658772494
"('ATP', 'binding', ""protein,3'-to-5"")",47719.88987648517
"('major', 'structural', 'protein')",47506.62958275073
"('Putative', 'redox-active', 'protein')",47381.13677729367
"('Periplasmic', 'binding', 'protein')",47331.92061973494
"('Phage', 'tail', 'protein,23S')",47133.23901258122
"('Phage', 'tail', ""protein,5'-3"")",46782.312924441474
"('Baseplate', 'structural', 'protein')",46771.274200171196
"('Phage', 'tail', 'protein,3D')",46656.915624581605
"('system', 'mannose/fructose/sorbose', 'family')",46633.895949708305
"('Phage', 'tail', 'repeat')",46630.210265650516
"('orthologous', 'group,3D', 'domain')",46618.17627813109
"('amidase', 'family', 'K01448')",46540.45571164261
"('LytC', 'amidase', 'family')",46540.45571164261
"('junction', 'helicase', 'activity')",46373.46183353929
"('Putative', 'Gamma', 'DNA')",46301.0684614491
"('minor', 'tail', 'protein,4Fe-4S')",46255.03647662786
"('positive', 'response', 'regulator')",46135.529726795314
"('alanine', 'tRNA', 'ligase')",46096.84165938328
"('The', 'catalytic', 'sites')",46059.28532111125
"('histidine', 'kinase', 'activity')",46040.398417818185
"('bound', 'DNA', 'target')",45962.681361421724
"('cytidine', 'deaminase', 'activity')",45941.47984757461
"('DNA', 'replication', 'pre-initiation')",45840.12220240233
"('Spore', 'germination', 'protein')",45365.27320191103
"('nuclease', 'domain,3D', 'domain')",45247.17100696453
"('minor', 'tail', 'protein,3')",45177.481917963254
"('duplicated', 'ATPase', 'domain')",45163.63472034716
"('family', 'carbohydrate', 'kinase')",44660.114497726514
"('HSP90', 'domain', 'protein')",44608.36119620305
"('tyrosine', 'phosphatase', 'activity')",44562.90687472014
"('integral', 'membrane', 'domain')",44555.686841483956
"('GGPP', 'synthase', 'family')",44553.53953545595
"('DNA-binding', 'domain', 'protein,4')",44233.12348268336
"('AraC-type', 'DNA-binding', 'domain')",44233.12348268336
"('Pip', 'N-terminal', 'domain')",43966.16642480222
"('component', 'photorepair', 'protein')",43883.1854700431
"('Tail', 'fiber', 'repeat')",43617.28904596364
"('transport', 'system', 'protein')",43347.520800620776
"('Copper', 'resistance', 'protein')",43123.80796254512
"('major', 'replicative', 'helicase')",43103.146531382525
"('biosynthesis', 'translation', 'initiation')",43080.33152221938
"('PFAM', 'Phage', 'minor')",42893.32170703561
"('Rhamnan', 'synthesis', 'protein')",42722.53207182428
"('synthesis', 'protein', 'PgaD')",42722.53207182428
"('PGA', 'synthesis', 'protein')",42722.53207182428
"('ester', 'hydrolase', 'activity')",42571.0733863617
"('TonB', 'protein', 'C-terminal')",41498.593149442
"('membrane', 'protein', 'SusF_SusE')",41259.58401790682
"('membrane', 'protein', 'TIGR01906')",41259.58401790682
"('protein', 'DnaI', 'N-terminus')",41227.809265527714
"('degrades', 'single-stranded', 'DNA')",40765.758763880156
"('minor', 'capsid', ""protein,5'-3"")",40645.52472967488
"('protease', 'XkdF,3D', 'domain')",40551.504453842674
"('Promotes', 'RNA', 'polymerase')",40531.465167979724
"('peptidoglycan', 'binding', 'domain')",40404.402326760115
"(',Phage', 'minor', 'capsid')",40171.9112580744
"('PBSX', 'protein', 'XkdQ')",40125.0706568242
"('PBSX', 'protein', 'XkdK')",40125.0706568242
"('Tail', 'fiber', 'protein')",39951.83370330778
"('symporter', 'family,3D', 'domain')",39874.02205321631
"('spermidine', 'synthase', 'activity')",39872.86996450043
"('Phage', 'NinH', 'protein')",39764.993181874415
"('glycosyl', 'transferase', 'family')",39660.432662615036
"('histone-like', 'protein', 'family')",39612.58783295988
"('replication', 'protein', 'CRI')",39605.84337465998
"('SMC', 'domain', 'protein')",39426.210702128694
"('Gamma', 'DNA', 'binding')",39400.891009237894
"(',sequence-specific', 'DNA', 'binding')",39400.891009237894
"('exchange', 'factor', 'activity')",39074.703665472385
"('hexapeptide', 'repeat', 'protein')",39045.51794420346
"('COG', 'COG4626', 'Phage')",38952.45494688161
"('regulatory', 'protein', 'YedW')",38896.51793805478
"('one', 'DNA', 'strand')",38841.059925181966
"('bacterial', 'solute-binding', 'protein')",38744.5418061931
"('enzyme', '1,3D', 'domain')",38689.22352027299
"('specifically', 'double-stranded', 'DNA')",38686.60534624164
"('Transposase', 'IS4', 'family')",38476.76761632766
"('phage', 'minor', 'tail')",38092.35898232733
"('iron', 'transport', 'protein')",37919.58254420703
"('acetylglutamate', 'kinase', 'family')",37824.82621415774
"('PFAM', 'TROVE', 'domain')",37761.6204246729
"('pilus', 'assembly', 'ATPase')",37715.58772961356
"('Bacteriophage', 'related', 'domain')",37686.39712733442
"('TP901', 'core', 'region')",37508.66194823191
"('minor', 'tail', 'protein,3D')",37241.78999861058
"('polymerase', 'alpha', 'chain')",37210.58640470124
"('dihydroorotate', 'dehydrogenase', 'family')",37118.013646940555
"('protein', 'histidine', 'kinase')",36962.099105210305
"('phage', 'terminase', 'small')",36810.95712327669
"('RNA', 'polymerase', 'assembly')",36747.509932916
"('protein', 'RhuM', 'family')",36653.49229160391
"('TIGRFAM', 'RNA', 'polymerase')",36627.70735979978
"('RNA', 'polymerase', 'holoenzyme')",36563.42564550951
"('PFAM', 'LysM', 'domain')",36512.02449728028
"('U32', 'C-terminal', 'domain')",36493.96151113915
"('Transcriptional', 'regulatory', 'protein')",36317.026861424005
"('Glycosyl', 'Hydrolase', 'Family')",36130.37592101352
"('N-terminal', 'domain', 'protein,3D')",36065.905482257614
"('MORN', 'repeat', 'protein')",36029.20177124144
"('wall-binding', 'repeat', 'protein')",36029.20177124144
"('Leptospira', 'repeat', 'protein')",36029.20177124144
"('Ankyrin', 'repeat', 'protein')",36029.20177124144
"('protein', 'N-terminal', 'domain')",35819.45982488792
"('capsid', 'protein', '2,2-oxoacid')",35772.1592827525
"('capsid', 'protein', '2,37-kD')",35772.1592827525
"('capsid', 'protein', 'E,4Fe-4S')",35772.1592827525
"('capsid', 'protein', 'E,5')",35772.1592827525
"(',Minor', 'capsid', 'protein')",35772.159282752495
"('ATP-dependent', 'helicase', 'deoxyribonuclease')",35731.86025539605
"('cell', 'self-renewal', 'protein')",35626.703451534966
"('LexA', 'DNA', 'binding')",35596.24628184798
"('PFAM', 'CheW', 'domain')",35491.8031437002
"('This', 'protein', 'promotes')",35361.30304546367
"('minor', 'tail', 'family')",35350.36491065511
"('biosynthesis', 'protein', 'CbiG')",35254.99429439803
"('biosynthesis', 'protein', 'YbjH')",35254.99429439803
"('exopolysaccharide', 'biosynthesis', 'protein')",35254.99429439803
"('ligand', 'binding', 'domain')",35220.71096430694
"('DNA', 'repair', 'protein,3D')",34964.45320476816
"('exporter', 'C-terminal', 'domain')",34960.289039192874
"('helicase', 'N-terminal', 'domain')",34806.56194309604
"('SPP1', 'gp7,3D', 'domain')",34715.56520119503
"('Tail', 'sheath', 'protein')",34472.53397674652
"('DNA', 'repair', 'enzyme')",34220.81989599723
"('Pfam', 'Glycosyl', 'transferase')",34183.499263165744
"('helix', 'DNA', 'binding')",34180.11548059874
"('biosynthesis', 'CbiM', 'protein')",34154.448210243485
"('biosynthesis', 'CbiX', 'protein')",34154.448210243485
"('DnaD', 'domain', ""protein,3'-to-5"")",34047.367837866645
"('biosynthesis', 'C-terminal', 'domain')",34024.12551317841
"('DNA', 'repair', 'protein')",34018.35380058055
"('Rhs', 'family', 'protein')",33488.20020622452
"('protein', 'KilAC', ""domain,5'-3"")",33424.353001345095
"('inhibitor', 'protein', 'Gam')",33373.89582988175
"('Cell', 'wall', 'assembly')",33331.38015137508
"('MerR', 'HTH', 'family')",33239.08093827299
"('methylase', 'DNA', 'replication')",32917.931390344485
"('Conjugative', 'DNA', 'transfer')",32698.532641333717
"('PFAM', 'Cell', 'wall')",32313.565382869878
"('FecCD', 'transport', 'family')",32134.027216609953
"('system', 'ATPase', 'component')",32127.779438505484
"('Phage', 'XkdN-like', 'protein')",31776.684850599933
"('barrel', 'domain', 'protein')",31740.160134641614
"('nucleotide-monophosphate', 'binding', 'domain')",31675.158948768716
"('UDP', 'binding', 'domain')",31646.18280292322
"('PFAM', 'Restriction', 'endonuclease')",31470.61833556418
"('collar', 'domain', 'protein,3D')",31229.36178535128
"('assembly', 'protein', 'PilM')",31060.3351408931
"('assembly', 'protein', 'PilX')",31060.3351408931
"('assembly', 'protein', 'RcpC/CpaB')",31060.3351408931
"('ATP', 'synthase', 'produces')",31025.904647417596
"('synthase', 'produces', 'ATP')",31013.672175828353
"('polymerase', 'family', ""A,5'-3"")",30749.2366403203
"('transporter', 'substrate', 'binding')",30671.565633180333
"('kinase', 'protein', 'tyrosine')",30573.91899574606
"('Flagellar', 'motor', 'protein')",30506.85913526959
"('DNA', 'stabilization', 'protein')",30379.813696828514
"('efflux', 'family', 'protein')",30071.02901540627
"('anchor', 'domain', 'protein')",29995.80945840867
"('tail', 'assembly', 'protein')",29853.580631194563
"('uptake', 'protein', 'TrkA')",29793.25317393968
"('Phage', 'major', 'tail')",29664.083203040416
"('Phage', 'protein', 'GP46')",29625.96752929226
"('N-4', 'N-6', 'domain')",29464.77127176392
"('N-terminal', 'ig-like', 'domain')",29114.326035988328
"('transporter', 'C-terminal', 'domain')",28981.25644645232
"('AAA', 'C-terminal', 'domain')",28951.915176025203
"('system', 'periplasmic', 'component')",28877.288936183435
"('PFAM', 'Glycoside', 'hydrolase')",28820.704470178658
"('Replicative', 'DNA', 'helicase')",28671.55787490711
"('DNA-binding', 'protein,6-O-methylguanine', 'DNA')",28508.802525601568
"('important', 'regulatory', 'role')",28347.55068477101
"('DNA', 'binding', 'domain')",28220.046445753775
"('Exonuclease', 'phosphatase', 'family')",28156.75780201769
"('ion', 'channel', 'activity')",28083.32740836762
"('protein', 'beta-sandwich', 'domain')",27876.02972237103
"('beta', 'hydrolase', 'fold')",27850.99765307131
"('DNA', 'specificity', 'domain')",27731.520496433906
"('DNA-binding', 'domain', 'protein')",27614.11425983942
"('DNA', 'binding', 'protein')",27595.661413567366
"('Penicillin', 'binding', 'protein')",27470.275763619185
"('PFAM', 'Yqey-like', 'protein')",27384.672866910274
"('PFAM', 'StbA', 'family')",27262.972909202002
"('Topoisomerase', 'DNA', 'binding')",27218.272146217718
"('damage', 'repair', 'enzymes')",27191.360000510635
"('Phage', 'conserved', 'hypothetical')",27185.07981974517
"('Phage', 'integrase', ""family,5'-3"")",27113.876689486275
"('Zinc', 'finger', 'domain')",27060.362230635877
"('PRTRC', 'system', 'protein')",26687.366579032438
"('fiber', 'protein,3D', 'domain')",26677.96769252279
"('chromosome', 'replication,3D', 'domain')",26609.463763335876
"('YopX', 'protein,4Fe-4S', 'binding')",26566.211046114466
"('Peptidase', 'family', 'U32')",26364.736671801464
"('Peptidase', 'family', 'M50')",26256.0870729436
"('Gp15', 'protein,3D', 'domain')",26204.628896760474
"('Phage', 'GP30.8', 'protein')",26160.984527827244
"('membrane', 'anchor', 'domain')",26150.499657599168
"('Terminase-like', 'family,3D', 'domain')",26090.583623188915
"('III', 'epsilon', 'subunit')",25956.45516317252
"('pyridoxal', 'binding', 'domain')",25723.20706866605
"('GHMP', 'kinase', 'family')",25686.347354269903
"('Uncharacterised', 'protein', 'family')",25628.79015982433
"('assembly', 'gene', 'product')",25604.120528986532
"('ClpAP-mediated', 'ATP-dependent', 'protein')",25549.299671283345
"('TIGRFAM', 'phage', 'major')",25504.59646794205
"('DNA', 'replication', 'initiation')",25492.223466503212
"('like', 'protein,8-oxoguanine', 'DNA')",25454.546675613296
"('Portal', 'protein,3D', 'domain')",25252.570248918244
"('Bacteriophage', 'protein', 'gp37')",25235.75345533633
"('COG4422', 'Bacteriophage', 'protein')",25235.75345533633
"('DNA', 'binding', 'domain,3D')",25204.68805063942
"('AAA', 'ATPase', 'central')",25000.623894030843
"('superfamily', 'hydrolase', 'involved')",24921.62787415222
"('III', 'chi', 'subunit')",24770.13642482834
"('phage', 'envelope', 'protein')",24705.84251019662
"('Prokaryotic', 'DNA', 'binding')",24609.171051393812
"('DNA', 'binding', 'proteins')",24499.223369807685
"('helix-turn-helix', 'domain', 'protein')",24497.40078182829
"('Phage', 'Gp30.7', 'protein')",24460.50361303854
"('Phage', 'stabilisation', 'protein')",24460.50361303854
"('TIGRFAM', 'DNA', 'binding')",24273.06471533049
"('Phage', 'recombination', 'protein')",24161.81368769583
"('The', 'glycine', 'cleavage')",24116.93303891765
"('HNH', 'endonuclease,3D', 'domain')",23962.274130760576
"('Phage', 'integrase', 'family,3D')",23942.018978340602
"('Phage', 'integrase', 'family,5')",23753.506777848594
"('Glycoside', 'hydrolase', 'family')",23686.263745530476
"('score', '8.87,3D', 'domain')",23666.723179049302
"('Phage', 'shock', 'protein')",23625.1433733507
"('VanZ', 'like', 'family')",23500.04594541272
"('secretion', 'pathway', 'protein')",23408.28968670614
"('PFAM', 'Phage', 'integrase')",23363.58728773067
"('Gp25', 'family', 'protein,3D')",23257.390126231596
"('AIG2', 'family', 'protein')",23104.838341235944
"('Phage', 'replication', 'protein')",22999.42649859969
"('DNA', 'unwinding', 'activity')",22784.85264171822
"('associated', 'anchor', 'proteins')",22750.72199110836
"('Phosphate', 'transporter', 'family')",22723.28420257426
"('Highly', 'conserved', 'protein')",22651.236645105502
"('tape', 'measure,3D', 'domain')",22645.981378116136
"('III', 'delta', 'subunit')",22579.905383283534
"('thioredoxin', 'reductase', 'system')",22466.651888985354
"('TIGRFAM', 'C_GCAxxG_C_C', 'family')",22366.9449820311
"('nuclease', 'domain', 'protein')",22268.555377449084
"('fold', 'immunity', 'protein')",22249.180336081394
"('EDD', 'domain', 'protein')",22152.671629891443
"('linkage', 'domain', 'protein')",22152.671629891443
"('Phage', 'integrase', 'family,4Fe-4S')",21920.373930442685
"('AP2', 'domain', 'protein')",21676.911775006498
"('DNA', 'replication', 'protein')",21424.79559732465
"('glycine', 'cleavage', 'system')",21376.903966932387
"('RNA', 'helicase', 'activity')",21315.70757199288
"('glycoside', 'hydrolase', 'family')",21306.622890976734
"('membrane', 'assembly', 'lipoprotein')",21133.28376428512
"('sigma', 'stress', 'factor')",21084.116425389446
"('tail', 'completion', 'protein')",21017.554373744868
"('AhpC', 'enzyme', 'activity')",20952.731211589675
"('acid', 'peptide', 'transporter')",20648.07500181698
"('Cell', 'division', 'initiation')",20595.93403537449
"('regulatory', 'protein', 'rha')",20265.241922771853
"('LysM', 'domain', 'protein')",20251.794421208633
"('Helix-turn-helix', 'domain', 'protein')",20113.50473397139
"('Phage', 'P22-like', 'portal')",20085.2396530774
"('dihydrofolate', 'reductase', 'activity')",19985.66924644459
"('dehydrogenase', 'substrate', 'binding')",19853.907975171223
"('Ash', 'protein', 'family')",19806.46524796505
"('Phage-related', 'baseplate', 'assembly')",19790.084626838812
"('Rhs', 'family', 'protein,4Fe-4S')",19754.148811817307
"('sigma', 'subunit', 'sigma24')",19589.3443025328
"('alpha-helical', 'domain', 'protein')",19448.154165992648
"('Winged', 'helix-turn-helix', 'domain')",19416.859441144436
"('dehydrogenase', 'complex', 'catalyzes')",19394.2967002034
"('RecT', 'family,3D', 'domain')",19267.780691663065
"('double-stranded', 'DNA', 'endodeoxyribonuclease')",19254.95804612817
"('Polysaccharide', 'lyase', 'family')",19190.6343644412
"('glycosyl', 'transferase', 'group')",19110.433310917724
"('transposase', 'DDE', 'domain')",18786.91431628745
"('biogenesis', 'protein', 'transmembrane')",18774.646915801906
"('Bacteriophage', 'lambda', 'tail')",18568.563825812413
"('helix', 'DNA-binding', 'domain')",18534.955184234244
"('SLT', 'domain', 'protein')",18478.726069137472
"('PFAM', 'PilT', 'protein')",18471.839841906563
"('PFAM', 'microcompartments', 'protein')",18471.839841906563
"('pentapeptide', 'repeat', 'protein')",18380.950298536594
"('TPP', 'enzyme', 'family')",18378.099158927944
"('reductase', 'flavoprotein', 'subunit')",18228.68689993399
"('PFAM', 'NUDIX', 'hydrolase')",18226.3747643409
"('assembly', 'protein', 'FliH')",18171.038223985328
"('endonuclease', 'domain', 'protein')",18162.251187884965
"('sub', 'domain,3D', 'domain')",18048.721623219502
"('Putative', 'DNA-binding', 'domain')",17916.02177472803
"('uptake', 'regulation', 'proteins')",17842.272230314047
"('protein', 'transmembrane', 'region')",17548.5356980773
"('mismatch-specific', 'endonuclease', 'activity')",17499.947822748058
"('TP901', 'family,3D', 'domain')",17439.867781426157
"('protein', 'secretion', 'system')",17432.433236016015
"('Biotin', 'protein', 'ligase')",17401.426607455476
"('Sigma', 'factor', 'regulatory')",17241.78181852548
"('keto', 'reductase', 'family')",17230.217220146293
"('GLGF', 'domain', 'protein')",16970.698678751836
"('LytB', 'domain', 'protein')",16970.698678751836
"('Tail', 'tube', 'protein')",16954.761739647707
"('repeat-containing', 'domain', 'protein')",16950.259532789274
"('synthase,4Fe-4S', 'binding', 'domain')",16882.19573394832
"('Anticodon', 'binding', 'domain')",16882.19573394832
"('mutase,4Fe-4S', 'binding', 'domain')",16882.19573394832
"('Di-iron-containing', 'protein', 'involved')",16880.80165716033
"('Bacterial', 'DNA-binding', 'protein')",16675.82088553254
"('phage', 'G40P,3D', 'domain')",16572.835364169317
"('phage', 'tail,3D', 'domain')",16572.835364169317
"('tube', 'protein', 'family')",16557.82674441023
"('phosphatase', 'activity,3D', 'domain')",16529.692737963054
"('Methyltransferase', 'domain', 'protein')",16508.954886243053
"('Thiamine', 'biosynthesis', 'protein')",16446.28425625316
"('tail', 'tape-measure', 'protein')",16387.91511598009
"('alpha', 'beta', 'hydrolase')",16343.162427097908
"('Minor', 'tail', 'protein')",16320.685380288076
"('Acetyltransferase', 'GNAT', 'family')",16279.133202696039
"('biosynthesis', 'protein', 'TsaE')",16272.074604169035
"('serine-type', 'peptidase', 'activity')",16169.443466609515
"('synthase', 'delta', 'subunit')",16139.84705941084
"('Bacterial', 'TniB', 'protein')",16090.818838577177
"('ATP-dependent', 'helicase', 'nuclease')",16016.487848918941
"('protein,3D', 'domain', 'protein')",15959.332993115999
"('DNA', 'primase', 'activity,3D')",15438.613775551723
"('Phage', 'protein', 'F-like')",15429.8607704548
"('VRR-NUC', 'domain', 'protein')",15412.355668725728
"('polymerase', 'family', ""A,3'-5"")",15386.99260139763
"('regulatory', 'protein', 'GntR')",15365.54652784899
"('protein', 'GntR', 'HTH')",15340.77889372771
"('electron', 'transport', 'protein')",15284.398843731751
"('DNA', 'endonuclease', 'family')",15233.40466391624
"('Head', 'assembly', 'gene')",15129.285794264393
"('alanine', 'symporter', 'family')",15022.250020808675
"('derivatives', 'IS30', 'family')",15016.887637882199
"('Bacteriophage', 'capsid', 'portal')",14995.739356890364
"('conserved', 'hypothetical', 'protein')",14966.890238246417
"('CHAP', 'domain', 'protein')",14827.411764364528
"('Bacteriophage', 'FRD3', 'protein')",14767.863345501793
"('Tex-like', 'protein', 'N-terminal')",14717.343042317736
"('protein', 'O,36-mer', 'N-terminal')",14691.98279318704
"('negative', 'DNA', 'supercoiling')",14607.732274692806
"('TIGRFAM', 'phage', 'plasmid')",14533.812424046648
"('major', 'facilitator', 'superfamily')",14533.072011964185
"('biosynthesis', 'protein', 'ThiF')",14442.460528658254
"('regulator', 'AraC', 'family')",14442.111767933971
"('substrate', 'binding', 'protein')",14249.92514719007
"('acid', 'using', 'ATP')",14165.599770969882
"('major', 'facilitator', 'family')",14054.374506990689
"('ligase', 'like', 'membrane')",13954.322904258815
"('binding', 'protein', 'transpeptidase')",13897.742379998803
"('catabolite', 'control', 'protein')",13698.398324967086
"('DNA', 'primase', 'catalytic')",13690.876393214667
"('IstB', 'domain', 'protein')",13516.07280588362
"('TAC,3D', 'domain', 'protein')",13516.07280588362
"('p-loop', 'domain', 'protein')",13516.07280588362
"('protein', 'B3ORF37', 'Bacteriophage')",13490.921282779856
"('protein', 'D3112p03', 'Bacteriophage')",13490.921282779856
"('replication', 'protein', 'n,3D')",13319.912978746233
"('replication', 'protein', 'O,4.5')",13319.912978746233
"('replication', 'protein', 'O,36-mer')",13319.912978746233
"('tail', 'protein', 'L,3')",13300.23539713068
"('tail', 'protein', 'L,50S')",13300.23539713068
"('repair', 'protein', 'MmcB-like')",13207.402545504385
"('binding', 'domain', 'protein')",12977.0215209601
"('shaft', 'protein', 'Bacteriophage')",12653.120900491711
"('synthase', 'complex', 'beta')",12618.251582752775
"('receiver', 'domain', 'protein')",12613.245187659886
"('DNA', 'damage', 'stimulus')",12611.924079849752
"('FGGY', 'kinase', 'family')",12609.44873881794
"('subunit', 'A,3D', 'domain')",12580.43014300279
"('Phage', 'capsid', 'family,23S')",12498.68306256091
"('dependent', 'DNA', 'ligase')",12496.943298986776
"('regulatory', 'protein', 'DeoR')",12424.204420548194
"('middle', 'domain', 'protein')",12376.792560038642
"('Helicase', 'associated', 'domain')",12366.864225950145
"('metalloprotease', 'domain', 'protein')",12357.002539807465
"('phage', 'prohead', 'HK97')",12335.382782041206
"('epsilon', 'subunit', 'family')",12313.744174926012
"('Bacteriophage', 'replication', 'protein')",12221.348835307643
"('Cupin', 'domain', 'protein')",12106.99408318193
"('prophage', 'protein', 'Gp16')",11976.023229935432
"('nucleotide-binding', 'domain', 'protein')",11930.845928222212
"('circular', 'DNA', 'molecule')",11880.334786512374
"('triad', 'domain', 'protein')",11788.766697762981
"('site,3D', 'domain', 'protein')",11788.766697762981
"('replication,3D', 'domain', 'protein')",11788.766697762981
"('reductase,3D', 'domain', 'protein')",11788.766697762981
"('protease,3D', 'domain', 'protein')",11788.766697762981
"('hint', 'domain', 'protein')",11788.766697762981
"('dUTPase,3D', 'domain', 'protein')",11788.766697762981
"('boxes,3D', 'domain', 'protein')",11788.766697762981
"('attachment,3D', 'domain', 'protein')",11788.766697762981
"('XkdF,3D', 'domain', 'protein')",11788.766697762981
"('Terminase,3D', 'domain', 'protein')",11788.766697762981
"('Peptidase_S77,3D', 'domain', 'protein')",11788.766697762981
"('IDEAL', 'domain', 'protein')",11788.766697762981
"('HDIG', 'domain', 'protein')",11788.766697762981
"('CheW', 'domain', 'protein')",11788.766697762981
"('Bro', 'domain', 'protein')",11788.766697762981
"('Alpha-L-arabinofuranosidase', 'domain', 'protein')",11788.766697762981
"('allosteric', 'domain', 'protein')",11777.497448082184
"('TIGRFAM', 'phage', 'regulatory')",11679.248709591702
"(',3D', 'domain', 'protein')",11660.063343924681
"('primase', 'activity,3D', 'domain')",11595.11765041451
"('polymerase', 'transcription', 'elongation')",11585.19894236013
"('transpeptidase', 'domain', 'protein')",11581.817009037162
"('core', 'domain', 'protein')",11573.31717336031
"('8.87,3D', 'domain', 'protein')",11535.902960608828
"('Sec', 'protein', 'translocation')",11478.675261751167
"('protein', 'domain', 'protein')",11433.60425791214
"('biosynthesis', 'bifunctional', 'protein')",11393.739649531031
"('p60', 'family', 'protein')",11195.847494693491
"('family,3D', 'domain', 'protein')",11144.298194199853
"('YPEB', 'domain', 'protein')",10949.001138821342
"('Gp6-like,3D', 'domain', 'protein')",10949.001138821342
"('domain,3D', 'domain', 'protein')",10934.397044823501
"('NifU', 'domain', 'protein')",10919.479033711934
"('sugar-binding', 'domain', 'protein')",10919.479033711934
"('catalytic', 'domain', 'protein')",10911.635246501455
"('ATP-binding', 'cassette', 'protein')",10908.077418263232
"('family', 'domain', 'protein')",10870.784153371498
"('kDa', 'subunit', 'family')",10773.44938037256
"('protein', 'specifically', 'catalyzes')",10767.023276402806
"('Sugar', 'transport', 'protein')",10733.706970975594
"('integrase', 'family,3D', 'domain')",10725.707162968201
"('DNA', 'segregation', 'ATPase')",10720.788898121622
"('S26', 'domain', 'protein')",10708.85739380397
"('FHA', 'domain', 'protein')",10708.265079594268
"('PRC-barrel', 'domain', 'protein')",10708.265079594268
"('DNA', 'packaging', 'enzyme')",10672.33330885508
"('PFAM', 'transposase', 'IS605')",10662.66580536301
"('Phage', 'capsid', ""family,3'-to-5"")",10632.368488567981
"('SAF', 'domain', 'protein')",10629.756544011801
"('score', '8.87,4Fe-4S', 'binding')",10626.722894907183
"('DnaJ', 'domain', 'protein')",10623.694702238603
"('binding,3D', 'domain', 'protein')",10617.286511476548
"('repair', 'via', 'single-strand')",10609.283577021946
"('B-type', 'domain', 'protein')",10586.211032747637
"('finger', 'domain', 'protein')",10577.797249646315
"('-methyltransferase', 'activity,3D', 'domain')",10564.412823177652
"('bacteriophage', 'resistance', 'protein')",10519.832248102453
"('specificity', 'domain', 'protein')",10487.698976589067
"('Terminase', 'DNA', 'packaging')",10442.722770920807
"('Collar', 'domain', 'protein')",10411.759163139146
"('SpoT', 'domain', 'protein')",10405.744344162978
"('binding', 'protein', 'G5P')",10371.696524645342
"('Metallo-beta-lactamase', 'domain', 'protein')",10370.740855021133
"('fold', 'nucleotide-binding', 'protein')",10348.924477107123
"('P-loop', 'domain', 'protein')",10332.085857543507
"('additional', 'domain', 'protein')",10171.470345250853
"('central', 'domain', 'protein')",10138.671962001805
"('N-6', 'domain', 'protein')",10137.38547242289
"('measure', 'domain', 'protein')",10132.862472915522
"('beta-lactamase', 'domain', 'protein')",10126.988808506623
"('beta', 'domain', 'protein')",10117.045367436169
"('oxidase', 'domain', 'protein')",10113.067963856682
"('SusD', 'domain', 'protein')",10111.708975732989
"('domain', 'protein', 'ATP-binding')",10108.12362190887
"('Spo0A', 'domain', 'protein')",10103.192571265785
"('common', 'domain', 'protein')",10083.640882864303
"('disulfide', 'domain', 'protein')",10079.490876668158
"('sequence', 'domain', 'protein')",10076.626523854007
"('subfamily', 'A-like', 'protein')",10059.176425905209
