quadgram,chi-square
"('Rhs', 'family', 'protein,4Fe-4S', 'iron')",205979474.1674833
"('Uncharacterised', 'protein', 'family', 'UPF0150')",200516347.94507572
"(',YqaJ-like', 'viral', 'recombinase', 'domain')",197961341.26755127
"('COG', 'COG1595', 'DNA-directed', 'RNA')",196866336.46958634
"('luxr', 'family', 'transcriptional', 'regulator')",196597572.010799
"('transcriptional', 'regulator', 'PadR', 'family')",196594364.63820165
"('TIGRFAM', 'amino', 'acid', 'carrier')",196456687.02848104
"(',YqaJ', 'viral', 'recombinase', 'family')",190336093.13850516
"('Glycosyl', 'transferase', '4-like', 'domain')",189856385.2908195
"('family', 'double-strand', 'break', 'repair')",184729993.83041203
"('two-component', 'phosphate', 'regulatory', 'system')",184296093.9074023
"('Fe2', 'transport', 'system', 'protein')",182221887.0353774
"('transferase', 'hexapeptide', 'repeat', 'protein')",182035089.9384304
"('DEAD-box', 'RNA', 'helicase', 'involved')",181510448.39368618
"('Sec', 'protein', 'translocation', 'channel')",181096338.61864063
"('PFAM', 'C-5', 'cytosine-specific', 'DNA')",180980242.03951976
"('TIGRFAM', 'amine', 'acid', 'ABC')",180494155.00947043
"('Primosomal', 'replication', 'protein', 'n,3D')",178708676.77941304
"('DNA', 'helicase', 'recG', 'C-terminal')",176253426.67837742
"('RNA', 'RNA-DNA', 'hybrid', 'binding')",174793819.77885923
"('Bacterial', 'dnaA', 'protein', ""helix-turn-helix,5'-3"")",173751446.64769572
"('cysteine-type', 'peptidase', 'activity,3D', 'domain')",173714557.79658866
"('DNA', 'segregation', 'ATPase', 'FtsK')",171153213.6401492
"('family', 'ligand', 'binding', 'region')",170035603.55510217
"('serine', 'threonine', 'protein', 'phosphatases')",169320963.08492354
"(',Putative', 'phage', 'serine', 'protease')",166325661.95674577
"('COG1674', 'DNA', 'segregation', 'ATPase')",166094927.01669455
"('DNA-directed', 'RNA', 'polymerase', 'activity,4Fe-4S')",165909882.3841966
"('SOS', 'response', 'associated', 'peptidase')",164797189.71559113
"('IstB-like', 'ATP', 'binding', ""protein,3'-to-5"")",163021144.75055212
"('polymerase', 'III', 'subunits', 'gamma')",162557946.84632233
"('SAM-like', 'domain,6-O-methylguanine', 'DNA', 'methyltransferase')",162304146.26226485
"('TIGRFAM', 'sporulation', 'protein', 'YunB')",160071550.98585925
"('P-type', 'conjugative', 'transfer', 'protein')",158623978.0275891
"('modification', 'DNA', 'specificity', 'domain')",157901172.1657062
"('system', 'permease', 'protein', 'PotH')",156677600.7026953
"('system', 'permease', 'protein', 'OppC')",156677600.7026953
"('ion', 'regulated', 'sequence-specific', 'DNA')",155645743.06996745
"('sheath', 'protein', 'subtilisin-like', 'domain')",150783425.15267852
"('PFAM', 'Accessory', 'gene', 'regulator')",149796866.8236354
"('prohead', 'serine', 'protease,3D', 'domain')",148218407.85669202
"('ATP', 'like', 'common', 'ATP-dependent')",147077898.54346693
"('Mate', 'efflux', 'family', 'protein')",145739924.8110424
"('binding', 'protein', 'Primosomal', 'replication')",145209450.23892274
"('Holliday', 'junction', 'resolvase,3D', 'domain')",144774912.54673326
"('Winged', 'helix', 'DNA-binding', 'domain')",144524714.69019455
"('amino', 'acid', 'peptide', 'transporter')",142473817.53338498
"('Salt-induced', 'outer', 'membrane', 'protein')",142096505.81054148
"('binding', 'protein', 'LacI', 'transcriptional')",141955908.82265586
"('GPW', 'Gp25', 'family', 'protein,3D')",141942507.88676995
"('WXG100', 'protein', 'secretion', 'system')",141023433.9876025
"('Prophage', 'tail', 'length', 'tape')",140989440.30641553
"('ATP-dependent', 'DNA', 'helicase', 'recG')",139603055.26250967
"('restriction', 'protein', 'res', 'subunit')",138910752.84808415
"('Bifunctional', 'purine', 'biosynthesis', 'protein')",136361934.41736418
"('containing', 'CheY-like', 'receiver', 'domain')",136132691.61158636
"('Phage', 'virion', 'morphogenesis', 'family')",134831987.8831222
"('terminase-like', 'protein', 'large', 'subunit')",134185466.47217056
"('sigma', 'subunit', 'sigma24', 'homolog')",133932777.29927126
"('Bacterial', 'mobilization', 'protein', 'MobC')",132149198.3085967
"('molybdenum', 'transport', 'system', 'ATPase')",131460390.7865992
"('ligase', 'second', 'additional', 'domain')",131068978.03227942
"('Coenzyme', 'PQQ', 'synthesis', 'protein')",130997529.21506853
"('ABC-type', 'transport', 'system', 'involved')",130587471.92074329
"('containing', 'alcohol', 'dehydrogenase', 'family')",130583571.95951766
"('cell', 'envelope-related', 'function', 'transcriptional')",130368389.79658327
"('acetolactate', 'synthase', 'large', 'subunit')",126374735.46197118
"('Single-strand', 'binding', 'protein', 'family')",126346017.95991589
"('C-5', 'cytosine-specific', 'DNA', ""methylase,5'-3"")",125892728.56110178
"('DNA', 'primase', 'catalytic', 'core')",122768817.00585398
"('tape', 'measure', 'protein', 'TP901')",121862192.49611148
"('Highly', 'conserved', 'protein', 'containing')",121295895.93127812
"('Pyridoxal', 'phosphate', 'biosynthetic', 'protein')",121210167.97935931
"('LAGLIDADG', 'DNA', 'endonuclease', 'family')",120676822.98593211
"('alpha', 'beta', 'alpha', 'domain')",116081510.230493
"('capsid', 'protein', 'E,4Fe-4S', 'iron')",114407452.81892282
"('four-way', 'junction', 'helicase', 'activity')",113593525.78013922
"('cellulose', '1,4-beta-cellobiosidase', 'activity,3D', 'domain')",112447281.21131009
"('tail', 'collar', 'domain', 'protein')",112121128.02434029
"('Phage', 'tail', 'tube', 'protein')",111726463.97199777
"('Membrane-associated', 'histidine', 'protein', 'kinase')",110316296.2649208
"('ABC-type', 'phosphate', 'transport', 'system')",110231024.16708367
"('Penicillin-binding', 'protein', 'Tp47', 'domain')",109890269.35147905
"('DNA', 'internalization-related', 'competence', 'protein')",108494854.70035197
"('protein', 'O,36-mer', 'N-terminal', 'peptide')",107039152.89324905
"('Histidine', 'biosynthesis', 'bifunctional', 'protein')",106619611.30583677
"('transcriptional', 'regulatory', 'protein', 'YedW')",105045818.48399976
"('initiation', 'inhibitor', 'protein', 'Soj')",102387342.17834987
"('tail', 'sheath', 'protein', 'beta-sandwich')",99751440.85684247
"('protein', 'serine', 'threonine', 'kinase')",98753223.11885941
"('kinase', 'protein', 'serine', 'threonine')",98753198.25672927
"('serine', 'threonine', 'kinase', 'protein')",98753194.58837648
"('DNA', 'ligase', 'OB-like', 'domain')",97678090.94052133
"('PFAM', 'extracellular', 'solute-binding', 'protein')",96968319.68775623
"('Acyltransferase', 'family,4Fe-4S', 'binding', 'domain')",96040931.60103217
"('tape', 'measure', 'protein,4Fe-4S', 'iron')",95080489.78263208
"('phage', 'plasmid-related', 'protein', 'TIGR03299,4')",93362675.53783764
"('translocation', 'pathway', 'signal', 'protein')",92317385.73606399
"('Outer', 'membrane', 'efflux', 'protein')",92179893.84195831
"('viral', 'recombinase', 'family,3D', 'domain')",91955360.7059654
"('acetoacetate', 'metabolism', 'regulatory', 'protein')",90801789.12311679
"('metabolism', 'regulatory', 'protein', 'AtoC')",90801789.12311679
"('Periplasmic', 'binding', 'protein-like', 'domain')",89898567.40473177
"('dnaD_dom', 'DnaD', 'domain', 'protein')",89396931.83556673
"('addiction', 'module', 'killer', 'protein')",88557038.29912661
"('polymerase', 'III', 'subunit', 'theta')",88349412.43485337
"('binding', 'calmodulin-dependent', 'protein', 'kinase')",86275891.74590354
"('C-5', 'cytosine-specific', 'DNA', 'methylase,23S')",85327479.7205186
"('C-5', 'cytosine-specific', 'DNA', 'methylase,5')",85327479.7205186
"('C-5', 'cytosine-specific', 'DNA', 'methylase,8-oxoguanine')",85327479.7205186
"('Cell', 'wall-binding', 'repeat', 'protein')",84764876.04261403
"('Polysaccharide', 'biosynthesis', 'C-terminal', 'domain')",82164538.85558355
"('Single-stranded', 'DNA-binding', 'protein,6-O-methylguanine', 'DNA')",81388560.22407022
"('RNA', 'polymerase', 'transcriptional', 'activator')",81368162.48574963
"('modification', 'methylase', 'DNA', 'replication')",80779571.77396363
"('ABC', 'transporter', 'substrate', 'binding')",80024200.71693903
"('Transporter', 'major', 'facilitator', 'family')",78785229.23863539
"('recombinases', 'DNA', 'invertase', 'Pin')",78477313.22862898
"('ParB-like', 'nuclease', 'domain,3D', 'domain')",77558486.07059155
"('binding', 'transcription', 'factor', ""activity,5'-3"")",77239054.19391777
"(',phage', 'tail', 'tape', 'measure')",75814636.62424816
"('bacterial-type', 'RNA', 'polymerase', 'transcription')",75489985.25331731
"('COG4626', 'Phage', 'terminase-like', 'protein')",75206254.31954218
"('helicase', 'nuclease', 'subunit', 'A,3D')",74208424.14515857
"('outer', 'membrane', 'assembly', 'lipoprotein')",74196768.71178177
"('binds', 'small', 'regulatory', 'RNA')",73328297.19915678
"('bacterial', 'TonB', 'protein', 'C-terminal')",71391916.32256192
"('LAGLIDADG', 'DNA', 'endonuclease', ""family,5'-3"")",71205763.69923788
"('antirepressor', 'protein', 'KilAC', ""domain,5'-3"")",71026595.02099998
"('repair', 'via', 'homologous', 'recombination')",70907320.06345797
"('Nucleotidyltransferase', 'substrate', 'binding', 'protein')",70890050.01961984
"('PFAM', 'IstB-like', 'ATP', 'binding')",70886248.29120377
"('acid', 'transport', 'protein', 'AroP')",70791018.89134061
"('PFAM', 'Bacterial', 'Ig-like', 'domain')",69282893.74020018
"('DNA', 'alkylation', 'repair', 'enzyme')",69182524.40539533
"('PFAM', 'transposase', 'IS605', 'OrfB')",69127443.68298253
"('COG', 'COG3209', 'Rhs', 'family')",69025576.75015597
"('bacterial', 'histone-like', 'protein', 'family')",68200748.0564286
"('capsid', 'protein', '2,2-oxoacid', 'acceptor')",68062995.37248786
"('D82035', 'ParB', 'family', 'protein')",67743454.61004904
"('ParB', 'family', 'protein', 'VC2772')",67743454.61004904
"('Ftsk', 'spoiiie', 'family', 'protein')",67739941.8136223
"('Mu-like', 'prophage', 'protein', 'Gp16')",67018392.676477335
"('The', 'first', 'step', 'involved')",66986534.2080645
"('serine', 'protease', 'XkdF,3D', 'domain')",65971151.04037739
"('C-5', 'cytosine-specific', 'DNA', 'methylase,3D')",64996079.05001877
"('C-5', 'cytosine-specific', 'DNA', 'methylase,4Fe-4S')",64996079.05001877
"('DNA', 'stabilization', 'protein', 'gp10')",64091996.18682304
"('Putative', 'cell', 'wall', 'binding')",63199076.33811203
"('tail', 'tube', 'protein', 'gp19')",62773366.369354196
"('Addiction', 'module', 'antidote', 'protein')",62742678.35847855
"('phage', 'Terminase', 'large', 'subunit')",62676333.70840657
"('COG', 'COG1674', 'DNA', 'segregation')",61325626.34230046
"('molecular', 'weight', 'phosphatase', 'family')",61258417.05820279
"('alpha', 'beta', 'hydrolase', 'fold')",61046113.236425355
"('Major', 'tail', 'shaft', 'protein')",59195559.36750959
"('DNA', 'methylase,8-oxoguanine', 'DNA', 'glycosylase')",58929907.73391755
"('DNA', 'glycosylase', '8-oxoguanine', 'DNA')",58929800.13887415
"('tail', 'tape', 'measure', 'protein,3')",58695947.91867045
"('Cysteine-rich', 'secretory', 'protein', 'family')",57913731.28391067
"('integrase', 'SAM-like', 'domain,6-O-methylguanine', 'DNA')",57218845.18354858
"('transport', 'system', 'ATPase', 'component')",56574010.90845999
"('Phage', 'Tail', 'Protein', 'X,4Fe-4S')",56259622.72885996
"('tail', 'tape', 'measure', ""protein,5'-3"")",55830500.2724591
"('tail', 'tape', 'measure', 'protein,4Fe-4S')",55591836.96358788
"('Phage', 'integrase', 'SAM-like', 'domain,6-O-methylguanine')",55479775.607027784
"('tail', 'tape', 'measure', 'protein,3D')",55472554.567916796
"('COG', 'COG1484', 'DNA', 'replication')",55135710.27684772
"('Phage', 'capsid', 'family,23S', 'rRNA-intervening')",54921049.43818741
"('amino', 'acid', 'ABC', 'transporter')",54527049.15318489
"(',double-strand', 'break', 'repair', 'protein')",54507672.93444152
"('PFAM', 'tail', 'tape', 'measure')",54502889.81184249
"(',C-5', 'cytosine-specific', 'DNA', 'methylase')",54400987.179872
"('Helicase', 'C-terminal', 'domain', 'protein')",54360285.907156646
"('Radical', 'SAM', 'domain', 'protein')",54327500.423330165
"('RNA-directed', 'DNA', 'polymerase', 'activity')",54208916.84643624
"('TIGRFAM', 'looped-hinge', 'helix', 'DNA')",54118396.332519956
"('TIGRFAM', 'cell', 'envelope-related', 'function')",53895687.79528318
"('RNA-directed', 'DNA', 'polymerase', 'activity,4Fe-4S')",53130359.737421036
"('bacterial', 'periplasmic', 'transport', 'system')",52952165.64749329
"('RNA', 'methyltransferase', 'RsmD', 'family')",52436705.11049817
"('UvrD/REP', 'helicase', 'N-terminal', 'domain')",51974450.48044305
"('integral', 'outer', 'membrane', 'proteins')",51011308.24210305
"('glycine', 'cleavage', 'system', 'catalyzes')",49617971.770118326
"('Polysaccharide', 'biosynthesis', 'export', 'protein')",48013391.00485405
"('repair', 'via', 'single-strand', 'annealing')",47845727.203047685
"('COG', 'COG2184', 'Protein', 'involved')",46960026.47989777
"('PFAM', 'Phage', 'tail', 'sheath')",46874018.918638535
"('PFAM', 'DNA', 'methylase', 'N-4')",46748299.15366291
"('type', 'zinc', 'finger', 'protein')",46467634.263415515
"('Major', 'fimbrial', 'subunit', 'protein')",46351127.327865295
"(',Phage', 'tail-collar', 'fibre', 'protein')",46194871.85165861
"('Putative', 'transposase', 'DNA-binding', 'domain')",46099332.5704247
"('Phage', 'head', 'morphogenesis', 'protein')",46008992.57816338
"('XRE-family', 'like', 'proteins,3D', 'domain')",45516856.31193374
"('inactivated', 'derivatives', 'IS30', 'family')",45414757.29542063
"('transport', 'system', 'periplasmic', 'component')",44729334.932869606
"('lambda', 'tail', 'assembly', 'chaperone')",44683414.51321193
"('Phage-related', 'minor', 'tail', 'protein,4Fe-4S')",43781437.62903809
"('break', 'repair', 'via', 'single-strand')",43624356.81069523
"('DNA', 'circularisation', 'protein', ""N-terminus,3'-to-5"")",42434077.33462466
"('Phage-related', 'minor', 'tail', 'protein,3')",42369093.920226716
"('kinase', 'protein', 'tyrosine', 'kinase')",42338012.679049864
"('transcriptional', 'regulator', 'AraC', 'family')",41506216.178960264
"('sheath', 'protein', 'beta-sandwich', 'domain')",40904395.822807804
"('DNA', 'replication', 'pre-initiation', 'complex')",40749729.51493784
"('Endonuclease', 'Exonuclease', 'phosphatase', 'family')",40411132.27059726
"('wall', 'anchor', 'domain', 'protein')",39746969.081896536
"('DNA-directed', 'DNA', 'polymerase', 'activity')",39518572.72856616
"('RNA', 'methyltransferase', 'TrmD', 'family')",39330672.600026146
"('PFAM', 'Radical', 'SAM', 'superfamily')",39005399.89048374
"('biosynthesis', 'translation', 'initiation', 'factor')",38854731.37028669
"('MerR', 'HTH', 'family', 'regulatory')",38796139.232795656
"('supervised', 'orthologous', 'group,3D', 'domain')",38555198.402297534
"('phage', 'major', 'capsid', 'protein')",38124460.254171275
"('RNA', 'polymerase', 'sigma', 'factor')",38020221.4476196
"('T4-like', 'capsid', 'assembly', 'protein')",36955037.04740462
"('minor', 'tail', 'protein,4Fe-4S', 'single')",36648080.25637458
"('DNA-directed', 'DNA', 'polymerase', 'activity,5')",36373423.01832473
"('Firmicute', 'plasmid', 'replication', 'protein')",36281626.47882316
"('Phage', 'recombination', 'protein', 'Bet')",35711838.61559762
"('Phage', 'head', 'completion', 'protein')",35678129.172730684
"('TIGRFAM', 'phage', 'head-tail', 'adaptor')",35561735.16328454
"('abortive', 'phage', 'resistance', 'protein')",35471063.47625911
"('Transglycosylase', 'SLT', 'domain', 'protein')",35314697.070340544
"('synthetase', 'alpha', 'subunit', 'type')",34894521.40106044
"('Phage', 'terminase-like', 'protein', 'large')",34855584.84631203
"('factor', 'enzyme', '1,3D', 'domain')",34813576.89788301
"('PFAM', 'KAP', 'P-loop', 'domain')",34558656.33790197
"('ATPase', 'component', 'photorepair', 'protein')",34390468.38891341
"('COG1864', 'DNA', 'RNA', 'endonuclease')",33514473.060319424
"('Phage', 'tail', 'sheath', 'protein')",33475969.90578445
"('TniB', 'protein,3D', 'domain', 'protein')",32981697.524996705
"('phage', 'major', 'tail', 'protein')",32756604.695167705
"('PFAM', 'Cobalt', 'transport', 'protein')",32549999.402080227
"('minor', 'tail', 'protein,4Fe-4S', 'iron')",32437919.69939248
"('lysR', 'substrate', 'binding', 'domain')",32334317.709938563
"('DNA-binding', 'transcription', 'factor', 'activity')",32317464.64700112
"('Maj_tail_phi13', 'phage', 'major', 'tail')",31959181.20108744
"('biogenesis', 'protein', 'transmembrane', 'region')",31890258.60840524
"('Phage', 'integrase', 'SAM-like', 'domain')",31506426.468028117
"('CobQ/CobB/MinD/ParA', 'nucleotide', 'binding', 'domain')",30836729.994567763
"('Putative', 'peptidoglycan', 'binding', 'domain')",30301024.260258283
"('ion', 'transmembrane', 'transporter', 'activity')",30276535.710272424
"('ParB', 'family', 'protein', 'Vibrio')",30110151.752620414
"('Bacterial', 'alpha-L-rhamnosidase', 'C-terminal', 'domain')",30066898.898456123
"('Phage', 'minor', 'capsid', 'protein')",29825598.179381367
"('ATP', 'synthase', 'produces', 'ATP')",29646847.84755397
"(',Phage', 'terminase', 'large', 'subunit')",29584364.79549618
"('DNA-binding', 'protein,6-O-methylguanine', 'DNA', 'methyltransferase')",29372855.10235942
"('major', 'capsid', 'protein', 'E,3D')",29158704.194036085
"('phage', 'nuclear', 'disruption', 'protein')",28713609.77197312
"('recA', 'bacterial', 'DNA', 'recombination')",28631730.303390034
"('PFAM', 'Bacterial', 'regulatory', 'proteins')",28439288.851484034
"('Phage', 'Tail', 'Protein', ""X,5'-3"")",28336880.609540336
"('Phage', 'Terminase,4-phosphoerythronate', 'dehydrogenase', 'activity')",28224358.657504197
"('PFAM', 'NLP', 'P60', 'protein')",28114580.981006205
"('length', 'tape', 'measure', 'protein')",28013586.27649678
"('system', 'Conjugative', 'DNA', 'transfer')",27911616.72087429
"('base', 'DNA', 'N-glycosylase', 'activity')",27558151.558188345
"('DNA', 'packaging', 'protein', 'Nu1')",26600166.053332247
"('pathway', 'signal', 'sequence', 'domain')",26595020.377176654
"('DNA', 'polymerase', 'activity,4Fe-4S', 'single')",26418161.44049922
"('Site-specific', 'recombinases', 'DNA', 'invertase')",26356276.82845548
"('Flavin', 'reductase', 'like', 'domain')",25702775.399512835
"('Phage', 'integrase', 'family,4Fe-4S', 'iron')",25234001.457578406
"('Prophage', 'minor', 'tail', 'protein')",24595922.56155706
"('PFAM', 'Tail', 'Collar', 'domain')",23990175.42860009
"('IstB', 'domain', 'protein', 'ATP-binding')",23986076.683141693
"('tail', 'fibre', 'assembly', 'protein,4Fe-4S')",23354522.641801845
"('Fibronectin', 'type', 'III', 'protein')",23295569.334015816
"('phage', 'minor', 'capsid', 'protein')",22890869.21178099
"('Nucleotidyltransferase', 'substrate-binding', 'family', 'protein')",22289933.310217585
"('Sterol', 'carrier', 'protein', 'domain')",21618992.211261578
"('protein', 'tyrosine', 'kinase', 'activity')",21424699.36126148
"('activating', 'transcription', 'factor', 'binding')",20933571.317496117
"('organizer', 'N-terminal', 'domain', 'protein,3D')",20840316.131448817
"(',DAK2', 'domain', 'fusion', 'protein')",20604618.238702185
"('domain', 'fusion', 'protein', 'YloV')",20604618.238702185
"('The', 'glycine', 'cleavage', 'system')",20589908.55425547
"('carrier', 'protein', 'TusA', 'family')",20545227.15721295
"('linear', 'duplex', 'substrate', 'DNA')",20402016.101781815
"('Probable', 'molybdopterin', 'binding', 'domain')",20321314.32853547
"('Amino', 'acid', 'kinase', 'family')",20076563.42221299
"('Phage', 'terminase', 'large', 'subunit,23S')",20058385.411460236
"('permease', 'family', 'protein', 'K06901')",20051432.87717789
"('COG0847', 'DNA', 'polymerase', 'III')",19831347.89381629
"('TIGRFAM', 'DNA', 'polymerase', 'III')",19592326.14486023
"('epimerase', 'dehydratase', 'family', 'protein')",19507514.074211847
"('FtsK', 'SpoIIIE', 'family', 'protein')",19245668.809354704
"('mobilization', 'nuclease', 'domain', 'protein')",19134265.99650073
"('thiamine', 'diphosphate', 'binding', 'domain')",18729640.025664676
"('protein', 'containing', 'caspase', 'domain')",18704917.12716946
"('Pkd', 'domain', 'containing', 'protein')",18704902.134833146
"('domain', 'containing', 'CoxE-like', 'protein')",18704726.505273547
"('TIGRFAM', 'phage', 'plasmid', 'primase')",18404432.006308634
"('PFAM', 'SMC', 'domain', 'protein')",18033579.567694217
"('regulatory', 'protein', 'GntR', 'HTH')",17896383.420690004
"('Phage', 'related', 'hypothetical', 'protein')",17860742.963237256
"('tail', 'fibre', 'assembly', 'protein')",17803622.266810857
"('PFAM', 'Phage', 'minor', 'structural')",17715872.893038876
"('This', 'protein', 'specifically', 'catalyzes')",17486404.65741229
"('protein', 'Primosomal', 'replication', 'protein')",17041122.11376492
"('transport', 'system', 'permease', 'family')",16804519.849314637
"('attachment', 'protein', 'p12', 'family')",16709501.788077757
"('Histidine', 'triad', 'domain', 'protein')",16290073.42649016
"('fatty', 'acid', 'transport', 'protein')",16001911.694688221
"('regulated', 'sequence-specific', 'DNA', 'binding')",15719565.853237856
"('methylase', 'N-4', 'N-6', 'domain')",15716517.120567374
"('Phage', 'tail', 'fibre', 'adhesin')",15394920.34008398
"('phage', 'lysis', 'regulatory', 'protein')",15170175.724960752
"('RagB', 'SusD', 'domain', 'protein')",15167312.389924517
"('phosphorylation', 'site,3D', 'domain', 'protein')",14995074.900475407
"('PFAM', 'Phage', 'head-tail', 'joining')",14947675.489423154
"('DNA', 'replication', 'origin', 'binding')",14926850.894278001
"('DNA', 'clamp', 'loader', 'activity')",14897372.425361542
"('polymerase', 'alpha', 'chain', 'like')",14868754.875090355
"('extracellular', 'solute-binding', 'protein', 'family')",14811111.940940734
"('polymerase', 'III', 'subunit', 'epsilon')",14626432.258462945
"('RelA', 'SpoT', 'domain', 'protein')",14621471.943896225
"('ribosomal', 'protein', 'bS21', 'family')",14572296.63461301
"('ribosomal', 'protein', 'uS2', 'family')",14572296.63461301
"('polymerase', 'transcriptional', 'activator', 'activity')",14525577.758675486
"('virus', 'tail', 'tube', 'protein')",14363524.503890088
"('Phage', 'tail', 'assemb.y', 'chaperone')",14148530.636670385
"('PFAM', 'AIG2', 'family', 'protein')",14104470.725710684
"('major', 'capsid', 'protein', 'E,5')",13179328.891113715
"('major', 'capsid', 'protein', 'E,4Fe-4S')",13179328.891113715
"('PFAM', 'DNA', 'gyrase', 'topoisomerase')",12951295.959874142
"('Tail', 'tape', 'measure', 'protein')",12810235.045035161
"('Phage', 'virion', 'morphogenesis', 'protein')",12805264.200041885
"('amino', 'acid', 'transport', 'protein')",12547615.448041698
"('PFAM', 'ATPase', 'family', 'associated')",12510957.449593259
"('Phage', 'tail', 'protein,23S', 'rRNA-intervening')",12493494.049555594
"('Bacteriophage', 'lambda', 'tail', 'assembly')",12483712.32571229
"('Phage', 'portal', 'protein,4Fe-4S', 'iron')",12401679.970686542
"('lysozyme', 'C-terminal', 'domain', 'protein')",12399614.639325311
"('Putative', 'amino', 'acid', 'metabolism')",12194819.076121327
"('Putative', 'inner', 'membrane', 'protein')",12077125.689879654
"('Putative', 'Gamma', 'DNA', 'binding')",11949939.386246445
"('PFAM', 'glycoside', 'hydrolase', 'family')",11874463.097311156
"('bacteriophage', 'major', 'structural', 'protein')",11779611.64640853
"(',Phage', 'minor', 'structural', 'protein')",11730815.143127
"('LTXXQ', 'motif', 'family', 'protein')",11603616.281194935
"('Phage', 'terminase', 'large', 'subunit,4Fe-4S')",11277186.836495798
"('TIGRFAM', 'phage', 'virion', 'morphogenesis')",11178909.264323205
"('phosphotyrosine', 'protein', 'phosphatase', 'family')",11156359.779987209
"('DNA', 'modification', 'methylase', 'DNA')",10977380.330112888
"('system', 'potassium', 'uptake', 'protein')",10908356.813393634
"('binding', 'protein', 'family,4Fe-4S', 'single')",10780334.570855709
"('PFAM', 'pentapeptide', 'repeat', 'protein')",10767807.817253621
"('Bacteriophage', 'Gp15', 'protein,3D', 'domain')",10677633.077491587
"('cell', 'division', 'ATP-binding', 'protein')",10621949.89896547
"('Arc-like', 'DNA', 'binding', 'domain')",10529708.053550012
"('GPW', 'gp25', 'family', 'protein')",10225278.520267384
"('modification', 'radical', 'SAM', 'protein')",10069576.18637716
"('Conserved', 'protein', 'domain', 'typically')",10047526.98873528
"('Outer', 'membrane', 'protein', 'transport')",10031672.199704235
"('ABC-2', 'family', 'transporter', 'protein')",9544204.062563064
"('DNA', 'ligase', 'adenylation', 'domain')",9538924.003692737
"('phosphosulfate', 'reductase', 'family,3D', 'domain')",9322901.01519534
"('nuclease', 'subunit', 'A,3D', 'domain')",9160577.023593167
"('Uncharacterised', 'protein', 'family', ""UPF0150,3'-to-5"")",9138338.934890963
"('The', 'DNA', 'N-glycosylase', 'activity')",9132539.055802222
"('PFAM', 'glycosyl', 'transferase', 'family')",8681036.26489495
"('acid', 'transport', 'system', 'ATPase')",8492391.639250819
"('PFAM', 'Uncharacterised', 'protein', 'family')",8445537.757814396
"('ABC', 'transporter', 'permease', 'subunit')",8368096.309527182
"('viral', 'recombinase', 'family', 'protein')",8351735.128114336
"('PFAM', 'Integrase', 'core', 'domain')",8287952.3204239
"('RNA-DNA', 'hybrid', 'binding', 'protein')",8273354.995444466
"('iron-sulfur', 'cluster', 'binding', 'domain')",8238893.464539526
"('Iron-sulfur', 'cluster', 'binding', 'domain')",8238326.476383533
"('regulatory', 'CII', 'family', 'protein')",8184838.783425233
"('acid', 'exporter', 'C-terminal', 'domain')",8168393.572470912
"('PFAM', 'EamA-like', 'transporter', 'family')",8158429.069864993
"('RNA', 'polymerase', 'transcription', 'elongation')",8128630.873978175
"('HlyD', 'family', 'secretion', 'protein')",8020621.929743494
"('phage', 'terminase', 'small', 'subunit')",7925108.571374734
"('C-terminal', 'TPP', 'binding', 'domain')",7903998.69880695
"('tail', 'tube', 'protein', 'FII,4')",7840213.442861615
"('Recombinational', 'DNA', 'repair', 'protein')",7805468.205003611
"('ATP-dependent', 'helicase', 'deoxyribonuclease', 'subunit')",7798769.622212711
"('Phage', 'capsid', 'scaffolding', 'protein')",7639340.430585799
"('tail', 'assemb.y', 'chaperone', 'protein')",7634004.1615100335
"(',Podovirus', 'DNA', 'encapsidation', 'protein')",7509674.443361796
"('Ribonucleoside-triphosphate', 'reductase,3D', 'domain', 'protein')",7502570.897360892
"('maintenance', 'system', 'antidote', 'protein')",7316812.499125536
"('PFAM', 'regulatory', 'protein', 'GntR')",7180880.024761377
"(',phage', 'major', 'capsid', 'protein')",7176029.664245231
"('tail', 'collar', 'domain', ""protein,5'-3"")",7149985.451277537
"('polymerase', 'III', 'chi', 'subunit')",7083665.542104822
"('PFAM', 'Transposase', 'IS66', 'family')",7070904.955075338
"('Peptidase', 'family', 'U32', 'C-terminal')",6928983.409686588
"('tail', 'sheath', 'protein', 'FI,23S')",6903741.841771073
"('polymerase', 'III', 'epsilon', 'subunit')",6902407.052125542
"('kinase', 'kinase', 'protein', 'kinase')",6771202.850949704
"('DNA', 'polymerase', 'elongation', 'subunit')",6644653.0990321
"('Nucleotidyltransferase', 'DNA', 'polymerase', 'involved')",6555690.04981688
"('polymerase', 'transcription', 'factor', 'activity')",6495100.178613605
"(',tail', 'collar', 'domain', 'protein')",6386147.679764647
"('replication', 'protein', 'O,36-mer', 'N-terminal')",6379607.114782218
"('Phage', 'terminase', 'small', 'subunit')",6317553.359318581
"('transport', 'system', 'permease', 'protein')",6316641.720903042
"('Cell', 'wall', 'assembly', 'cell')",6312137.236371443
"('related', 'serine', 'threonine', 'protein')",6133428.262336596
"('Phage', 'tail', 'tube', 'protein,4Fe-4S')",6128869.698280588
"('ATP-dependent', 'DNA', 'helicase', 'activity')",6038611.749530549
"('TrkA', 'C-terminal', 'domain', 'protein')",6010112.910053535
"('SMART', 'helix-turn-helix', 'domain', 'protein')",5928471.525833031
"('restriction-modification', 'system', 'methyltransferase', 'subunit')",5913431.652112771
