quadgram,freq
"('TIGRFAM', 'cell', 'envelope-related', 'function')",2
"('class-I', 'pyridine', 'nucleotide-disulfide', 'oxidoreductase')",2
"('cell', 'envelope-related', 'function', 'transcriptional')",2
"('envelope-related', 'function', 'transcriptional', 'attenuator')",2
"('LAGLIDADG', 'DNA', 'endonuclease', ""family,5'-3"")",2
"('NOG19168', 'non', 'supervised', 'orthologous')",2
"('COG', 'NOG19168', 'non', 'supervised')",2
"('type', 'VII', 'ESX', 'diderm')",2
"('Excreted', 'virulence', 'factor', 'EspC')",2
"('COG1864', 'DNA', 'RNA', 'endonuclease')",2
"('Iron-only', 'hydrogenase', 'maturation', 'rSAM')",2
"('hydrogenase', 'maturation', 'rSAM', 'protein')",2
"('Chain', 'length', 'determinant', 'protein')",2
"('COG', 'COG0346', 'Lactoylglutathione', 'lyase')",2
"('family', 'metalloprotease', 'domain', 'protein')",2
"('DNA', 'polymerase', 'III', 'chi')",2
"('enoyl-CoA', 'hydratase', 'isomerase', 'family')",2
"('Phage', 'Tail', 'Protein', 'X,4Fe-4S')",2
"('Bacteriophage', 'Gp15', 'protein,3D', 'domain')",2
"('NOG14720', 'non', 'supervised', 'orthologous')",2
"('anaerobic', 'nitric', 'oxide', 'reductase')",2
"('transcriptional', 'regulator', 'PadR', 'family')",2
"('polymerase', 'III', 'chi', 'subunit')",2
"('DNA', 'replication', 'protein', 'DnaD')",2
"('proton-coupled', 'thiamine', 'transporter', 'YuaJ')",2
"('subunit,4Fe-4S', 'single', 'cluster', 'domain')",2
"('termination', 'release', 'factors', 'RF1')",2
"('translation', 'termination', 'release', 'factors')",2
"('carbohydrate', 'kinase', 'PfkB', 'family')",2
"('inner', 'membrane', 'protein', 'subunit')",2
"('COG0265', 'Trypsin-like', 'serine', 'proteases')",2
"('Two', 'component', 'regulator', 'propeller')",2
"('cryptic', 'P4-like', 'prophage', 'CP4-57')",2
"('domain', 'protein,6-pyruvoyl', 'tetrahydropterin', 'synthase')",2
"('tail', 'collar', 'domain', ""protein,5'-3"")",2
"('also', 'requires', 'integration', 'host')",2
"('requires', 'integration', 'host', 'factor')",2
"('nitric', 'oxide', 'reductase', 'flavorubredoxin')",2
"('COG', 'NOG14720', 'non', 'supervised')",2
"('universally', 'conserved', 'GGQ', 'motif')",2
"('RelA', 'SpoT', 'domain', 'protein')",2
"('TIGRFAM', 'DNA', 'binding', 'domain')",2
"('score', '8.87,3D', 'domain', 'protein')",2
"('NOG18738', 'non', 'supervised', 'orthologous')",2
"('release', 'factors', 'RF1', 'PrfA')",2
"('biosynthesis', 'bifunctional', 'protein', 'HisB')",2
"('specific', '2-hydroxyacid', 'dehydrogenase', 'catalytic')",2
"('thus', 'giving', 'elongation', 'factor')",2
"('Alcohol', 'dehydrogenase', 'GroES-like', 'domain')",2
"('COG0079', 'Histidinol-phosphate', 'aromatic', 'aminotransferase')",2
"('Caudovirus', 'prohead', 'serine', 'protease,4Fe-4S')",2
"('COG', 'COG0265', 'Trypsin-like', 'serine')",2
"('Histidine', 'biosynthesis', 'bifunctional', 'protein')",2
"('methylmalonyl-CoA', 'mutase', 'small', 'subunit')",1
"('ABC', 'transporter', 'complex', 'FbpABC')",1
"('transporter', 'complex', 'FbpABC', 'involved')",1
"('COG', 'NOG23407', 'non', 'supervised')",1
"(',PFAM', 'Manganese', 'containing', 'catalase')",1
"('Helicase', 'conserved', 'C-terminal', ""domain,3'-to-5"")",1
"('ABC', 'transporter', 'permease', 'subunit')",1
"('eukaryotic', 'T24', 'bladder', 'epithelial')",1
"('T24', 'bladder', 'epithelial', 'cells')",1
"('CHC2', 'zinc', 'finger', 'domain')",1
"('NOG33922', 'non', 'supervised', 'orthologous')",1
"('COG', 'NOG33922', 'non', 'supervised')",1
"('NOG23407', 'non', 'supervised', 'orthologous')",1
"('Lantibiotic', 'protection', 'ABC', 'transporter')",1
"('protection', 'ABC', 'transporter', 'permease')",1
"('transport', 'systems', 'permease', 'components')",1
"('recombinase', 'family,4Fe-4S', 'iron', 'sulfur')",1
"('COG', 'NOG14456', 'non', 'supervised')",1
"('YqaJ', 'viral', 'recombinase', 'family,4Fe-4S')",1
"('regulatory', 'subunit', 'binding,3D', 'domain')",1
"('COG1951', 'Tartrate', 'dehydratase', 'alpha')",1
"('COG', 'COG1951', 'Tartrate', 'dehydratase')",1
"('viral', 'recombinase', 'family,4Fe-4S', 'iron')",1
"('PFAM', 'Restriction', 'endonuclease', 'BamHI')",1
"('score', '8.87,4Fe-4S', 'iron', 'sulfur')",1
"('specialized', 'sigma', 'subunit', 'sigma24')",1
"('Tartrate', 'dehydratase', 'alpha', 'subunit')",1
"('Cro/C1-type', 'HTH', 'DNA-binding', ""domain,5'-nucleotidase"")",1
"('sigma', 'subunit', 'sigma24', 'homolog')",1
"('IPR003610', 'Carbohydrate-binding', 'module', 'family')",1
"('non-canonical', 'purine', 'nucleotides', 'XTP')",1
"('removes', 'non-canonical', 'purine', 'nucleotides')",1
"('T-like,4Fe-4S', 'single', 'cluster', 'domain')",1
"('NOG33934', 'non', 'supervised', 'orthologous')",1
"('PFAM', 'NAD-dependent', 'epimerase', 'dehydratase')",1
"('CMP', 'dCMP', 'deaminase', 'zinc-binding')",1
"('COG', 'COG2942', 'N-acyl-D-glucosamine', '2-epimerase')",1
"('PFAM', 'CMP', 'dCMP', 'deaminase')",1
"('RNA', 'methyltransferase', 'TrmD', 'family')",1
"('COG', 'NOG33934', 'non', 'supervised')",1
"('ABC-type', 'sugar', 'transport', 'systems')",1
"('2-6', 'carbon', 'acid', 'sugars')",1
"('NOG14456', 'non', 'supervised', 'orthologous')",1
"('inner', 'membrane', 'transporter', 'YedA')",1
"('PFAM', 'Lytic', 'transglycosylase', 'catalytic')",1
"('Transposase', 'DDE', 'domain', 'group')",1
"('CobW', 'P47K', 'family', 'protein')",1
"('protein', 'containing', 'LysM', 'domain')",1
"('subunit', 'Fumarate', 'hydratase', 'class')",1
"('alpha', 'subunit', 'Fumarate', 'hydratase')",1
"('dehydratase', 'alpha', 'subunit', 'Fumarate')",1
"('sugar', 'transport', 'systems', 'permease')",1
"('minor', 'tail', 'protein,4Fe-4S', 'single')",1
"('DNA', 'hybrids,3-deoxy-D-manno-octulosonate', '8-phosphate', 'phosphatase')",1
"('DNA', 'polymerase', 'III', 'subunits')",1
"('Protein,4Fe-4S', 'iron', 'sulfur', 'cluster')",1
"('Threonine', 'alanine', 'tRNA', 'ligase')",1
"('Cold-shock', 'DNA-binding', 'domain', 'protein,4')",1
"('DNA-binding', 'domain', 'protein,4', 'iron')",1
"('Putrescine', 'transport', 'system', 'permease')",1
"('The', 'glycine', 'cleavage', 'system')",1
"('Mu-like', 'prophage', 'protein', 'gp29,4-amino-4-deoxy-L-arabinose')",1
"('bacterial', 'periplasmic', 'transport', 'system')",1
"('system', 'permease', 'protein', 'PotH')",1
"('polymerase', 'III', 'subunits', 'gamma')",1
"('Cell', 'Wall', 'Hydrolase,23S', 'rRNA-intervening')",1
"('glycine', 'cleavage', 'system', 'catalyzes')",1
"('acetyl-CoA', 'synthase', 'delta', 'subunit')",1
"('Wall', 'Hydrolase,23S', 'rRNA-intervening', 'sequence')",1
"('Peptidase', 'S24-like,4Fe-4S', 'single', 'cluster')",1
"('dehydrogenase', 'acetyl-CoA', 'synthase', 'delta')",1
"('Hydrolase,23S', 'rRNA-intervening', 'sequence', 'protein')",1
"('TIGRFAM', 'polar', 'amino', 'acid')",1
"('major', 'capsid', 'protein', 'E,5')",1
"('gp6-like', 'head-tail', 'connector', 'protein,4Fe-4S')",1
"('PFAM', 'Bacterial', 'regulatory', 'proteins')",1
"('factor', 'enzyme', '1,3D', 'domain')",1
"('polar', 'amino', 'acid', 'ABC')",1
"('head-tail', 'connector', 'protein,4Fe-4S', 'single')",1
"('Sulfatase-modifying', 'factor', 'enzyme', '1,3D')",1
"('factor', 'Spo0A', 'domain', 'protein')",1
"('amino', 'acid', 'ABC', 'transporter')",1
"('connector', 'protein,4Fe-4S', 'single', 'cluster')",1
"('alanine', 'tRNA', 'ligase', 'second')",1
"('tRNA', 'ligase', 'second', 'additional')",1
"('BPG-', 'dependent', 'PGAM', 'subfamily')",1
"('Universal', 'stress', 'protein', 'family')",1
"('COG3634', 'Alkyl', 'hydroperoxide', 'reductase')",1
"('RNA-', 'DNA', 'hybrids,3-deoxy-D-manno-octulosonate', '8-phosphate')",1
"('S24-like,4Fe-4S', 'single', 'cluster', 'domain')",1
"('two', 'major', 'building', 'blocks')",1
"('YopX', 'protein,4Fe-4S', 'binding', 'domain')",1
"('tail', 'protein,4Fe-4S', 'single', 'cluster')",1
"('initiation', 'factor', 'Spo0A', 'domain')",1
"('NADH', 'ubiquinone', 'oxidoreductase', 'subunit')",1
"('Transcription', 'termination', 'factor', 'nusG,3')",1
"('Tail', 'Protein', 'X,4Fe-4S', 'single')",1
"('NOG17277', 'non', 'supervised', 'orthologous')",1
"('PilT', 'protein', 'domain', 'protein')",1
"('COG', 'NOG17277', 'non', 'supervised')",1
"('Protein', 'X,4Fe-4S', 'single', 'cluster')",1
"('X,4Fe-4S', 'single', 'cluster', 'domain')",1
"('PFAM', 'PilT', 'protein', 'domain')",1
"('Metallo-peptidase', 'family', 'M12B', 'Reprolysin-like')",1
"('Base', 'plate', 'wedge', 'protein')",1
"('Flotillin,4Fe-4S', 'single', 'cluster', 'domain')",1
"('second', 'additional', 'domain', 'protein')",1
"('synthase', 'beta', 'chain', 'K06001')",1
"('Putative', 'tranposon-transfer', 'assisting', 'protein')",1
"('tryptophan', 'synthase', 'beta', 'chain')",1
"('ligase', 'second', 'additional', 'domain')",1
"('Penicillin-binding', 'Protein,4Fe-4S', 'iron', 'sulfur')",1
"('COG0839', 'NADH', 'ubiquinone', 'oxidoreductase')",1
"('prophage', 'protein', 'gp29,4-amino-4-deoxy-L-arabinose', 'transferase')",1
"('six-Cys-in-45', 'modification', 'radical', 'SAM')",1
"('NOG29454', 'non', 'supervised', 'orthologous')",1
"('COG0317', 'Guanosine', 'polyphosphate', 'pyrophosphohydrolases')",1
"('termination', 'antitermination', 'factor', 'NusG')",1
"('driven', 'multidrug', 'efflux', 'pump')",1
"('component', 'photorepair', 'protein', 'PhrA')",1
"('ATPase', 'component', 'photorepair', 'protein')",1
"('The', 'ATP', 'gamma', 'phosphate')",1
"('system', 'ATPase', 'component', 'photorepair')",1
"('molybdenum', 'transport', 'system', 'ATPase')",1
"('ABC-type', 'molybdenum', 'transport', 'system')",1
"('tail', 'assemb.y', 'chaperone', 'protein')",1
"('Phage', 'tail', 'assemb.y', 'chaperone')",1
"('protein', 'family,4Fe-4S', 'single', 'cluster')",1
"('binding', 'protein', 'family,4Fe-4S', 'single')",1
"('Single-strand', 'binding', 'protein', 'family,4Fe-4S')",1
"('COG3344', 'Retron-type', 'reverse', ""transcriptase,5'-3"")",1
"('YopX', 'protein,3D', 'domain', 'protein')",1
"('Thiamine', 'monophosphate', 'synthase', 'TENI')",1
"('regulator,4Fe-4S', 'single', 'cluster', 'domain')",1
"('Transcriptional', 'regulator,4Fe-4S', 'single', 'cluster')",1
"('Transcription', 'termination', 'antitermination', 'factor')",1
"('PFAM', 'UBA', 'THIF-type', 'NAD')",1
"('PFAM', 'GDSL-like', 'Lipase', 'Acylhydrolase')",1
"('UBA', 'THIF-type', 'NAD', 'FAD')",1
"('Cell', 'division', 'initiation', 'protein')",1
"('system', 'fructose', 'IIA', 'component')",1
"('PGA', 'synthesis', 'protein', 'PgaD')",1
"('Biofilm', 'PGA', 'synthesis', 'protein')",1
"('protein', 'O,36-mer', 'N-terminal', 'peptide')",1
"('FCD', 'domain,8-oxoguanine', 'DNA', 'glycosylase')",1
"('reticulum-Golgi', 'intermediate', 'compartment', 'protein')",1
"('replication', 'protein', 'O,36-mer', 'N-terminal')",1
"('Bacteriophage', 'replication', 'protein', 'O,36-mer')",1
"('Phage', 'capsid', 'family,23S', 'rRNA-intervening')",1
"('capsid', 'family,23S', 'rRNA-intervening', 'sequence')",1
"('Gp15', 'protein,3D', 'domain', 'protein')",1
"('non', 'supervised', 'orthologous', 'group,4Fe-4S')",1
"('supervised', 'orthologous', 'group,4Fe-4S', 'iron')",1
"('orthologous', 'group,4Fe-4S', 'iron', 'sulfur')",1
"('NAD', 'FAD', 'binding', 'protein')",1
"('THIF-type', 'NAD', 'FAD', 'binding')",1
"('NDP', 'beta', 'phosphate', 'via')",1
"('KWG', 'Leptospira', 'repeat', 'protein')",1
"('Guanosine', 'polyphosphate', 'pyrophosphohydrolases', 'synthetases')",1
"('Mu-like', 'prophage', 'protein', 'Com')",1
"('extracellular', 'matrix', 'structural', ""constituent,5'-3"")",1
"('FAD', 'binding', 'domain,3D', 'domain')",1
"('NOG26960', 'non', 'supervised', 'orthologous')",1
"('Glycyl-tRNA', 'synthetase', 'beta', 'subunit')",1
"('phage', 'serine', 'protease', 'XkdF,3D')",1
"('various', 'ABC-type', 'transport', 'systems')",1
"('Phage-related', 'baseplate', 'assembly', 'protein')",1
"('PFAM', 'Phage-related', 'baseplate', 'assembly')",1
"('NOG27381', 'non', 'supervised', 'orthologous')",1
"('COG', 'NOG27381', 'non', 'supervised')",1
"('maturation', 'factor', 'XdhC', 'CoxF')",1
"('score', '8.87,6-pyruvoyl', 'tetrahydropterin', 'synthase')",1
"('serine', 'protease', 'XkdF,3D', 'domain')",1
"('Pyridoxal', 'phosphate', 'phosphatase', 'YbhA')",1
"('TIGRFAM', 'phage', 'portal', 'protein')",1
"('nuclear', 'chromosome', 'segregation,6-bladed', 'beta-propeller')",1
"('may', 'also', 'transport', 'FMN')",1
"('twin-arginine', 'translocation', 'pathway', 'signal')",1
"('PFAM', 'Integrase', 'catalytic', 'region,5')",1
"('PFAM', 'KWG', 'Leptospira', 'repeat')",1
"('YhcH', 'YjgK', 'YiaL', 'family')",1
"('PFAM', 'regulatory', 'protein', 'DeoR')",1
"(',Putative', 'phage', 'serine', 'protease')",1
"('phosphorylation', 'site,3D', 'domain', 'protein')",1
"('component', 'phosphorylation', 'site,3D', 'domain')",1
"('HPr', 'component', 'phosphorylation', 'site,3D')",1
"('group,4Fe-4S', 'iron', 'sulfur', 'cluster')",1
"('bile', 'acid', 'symporter', 'family')",1
"('Sodium', 'bile', 'acid', 'symporter')",1
"('PFAM', 'MazG', 'nucleotide', 'pyrophosphohydrolase')",1
"('Sigma', 'factor', 'PP2C-like', 'phosphatases')",1
"('Putative', 'carbohydrate', 'binding', 'domain')",1
"('TIGRFAM', 'Anaerobic', 'ribonucleoside-triphosphate', 'reductase,5')",1
"('COG', 'NOG26960', 'non', 'supervised')",1
"('amino', 'acid', 'peptide', 'transporter')",1
"('tail', 'protein', 'L,50S', 'ribosome-binding')",1
"('translocation', 'pathway', 'signal', 'protein')",1
"('type-B', 'carboxylesterase', 'lipase', 'family')",1
"('Phage', 'protein', 'Gp19/Gp15/Gp42,3D', 'domain')",1
"('C-5', 'cytosine-specific', 'DNA', 'methylase,23S')",1
"('cytosine-specific', 'DNA', 'methylase,23S', 'rRNA-intervening')",1
"('initiation', 'inhibitor', 'protein', 'Soj')",1
"('flavin-nucleotide-binding', 'protein', 'structurally', 'related')",1
"('VirE', 'N-terminal', 'domain', 'protein')",1
"('DNA', 'binding', 'protein', 'G5P')",1
"('Gamma', 'DNA', 'binding', 'protein')",1
"('Putative', 'Gamma', 'DNA', 'binding')",1
"('system', 'permease', 'DctM', 'subunit')",1
"('COG', 'NOG29454', 'non', 'supervised')",1
"('system', 'FeS', 'assembly', 'protein')",1
"('SUF', 'system', 'FeS', 'assembly')",1
"('lambda', 'gpK,36-mer', 'N-terminal', 'peptide')",1
"('Caudovirus', 'prohead', 'serine', 'protease,3')",1
"('J-like', 'protein,23S', 'rRNA-intervening', 'sequence')",1
"('Baseplate', 'J-like', 'protein,23S', 'rRNA-intervening')",1
"('late', 'outer', 'membrane-associated', 'steps')",1
"('Phage', 'portal', 'protein,4Fe-4S', 'binding')",1
"('Head', 'assembly', 'gene', 'product')",1
"('membrane-bound', 'lytic', 'murein', 'transglycosylase')",1
"('Sporulation', 'initiation', 'inhibitor', 'protein')",1
"('TIGRFAM', 'integral', 'membrane', 'protein')",1
"('DNA', 'methylase,23S', 'rRNA-intervening', 'sequence')",1
"('integral', 'membrane', 'protein', 'TIGR01906')",1
"('attenuator', 'common', 'domain', 'protein')",1
"('UvrD', 'subfamily,4Fe-4S', 'single', 'cluster')",1
"('subfamily,4Fe-4S', 'single', 'cluster', 'domain')",1
"('envelope-like', 'function', 'transcriptional', 'attenuator')",1
"('Cell', 'envelope-like', 'function', 'transcriptional')",1
"('PFAM', 'EamA-like', 'transporter', 'family')",1
"('homologues.,23S', 'rRNA-intervening', 'sequence', 'protein')",1
"('RNase', 'T-like,4Fe-4S', 'single', 'cluster')",1
"('kinase', 'homologues.,23S', 'rRNA-intervening', 'sequence')",1
"('Guanylate', 'kinase', 'homologues.,23S', 'rRNA-intervening')",1
"('NTF2-like', 'N-terminal', 'transpeptidase', 'domain')",1
"('SPTR', 'ArsR-family', 'transcription', 'regulator')",1
"('PFAM', 'regulatory', 'protein', 'GntR')",1
"('YcfS', 'YnhG', 'family', 'protein')",1
"('YbiS', 'YcfS', 'YnhG', 'family')",1
"('ErfK', 'YbiS', 'YcfS', 'YnhG')",1
"('PFAM', 'ErfK', 'YbiS', 'YcfS')",1
"('Bacterial', 'SNF2', 'helicase', 'associated')",1
"('DNA-binding', 'domain,2-oxoacid', 'acceptor', 'oxidoreductase')",1
"('HTH', 'DNA-binding', 'domain,2-oxoacid', 'acceptor')",1
"('Cro/C1-type', 'HTH', 'DNA-binding', 'domain,2-oxoacid')",1
"('C-5', 'cytosine-specific', 'DNA', 'methylase,3D')",1
"('small', 'nuclear', 'ribonucleoprotein', 'Prp3')",1
"('Endoplasmic', 'reticulum-Golgi', 'intermediate', 'compartment')",1
"('NOG27066', 'non', 'supervised', 'orthologous')",1
"('COG', 'NOG27066', 'non', 'supervised')",1
"('nonribosomal', 'peptide', 'biosynthetic', 'process')",1
"('subunit', 'binding,4Fe-4S', 'single', 'cluster')",1
"('PTS', 'system', 'sorbose', 'subfamily')",1
"('regulatory', 'subunit', 'binding,4Fe-4S', 'single')",1
"('system', 'sorbose', 'subfamily', 'IIB')",1
"('acid', 'binding,4Fe-4S', 'single', 'cluster')",1
"('nucleic', 'acid', 'binding,4Fe-4S', 'single')",1
"('heavy', 'metal', 'translocating', 'P-type')",1
"('repeat', 'protein,3D', 'domain', 'protein')",1
"('sorbose', 'subfamily', 'IIB', 'component')",1
"('PTS', 'system', 'fructose', 'IIA')",1
"('methylase,23S', 'rRNA-intervening', 'sequence', 'protein')",1
"('cytosine-specific', 'DNA', 'methylase,3D', 'domain')",1
"('transposase', 'IS891', 'IS1136', 'IS1341')",1
"('metal', 'translocating', 'P-type', 'ATPase')",1
"('NOG31453', 'non', 'supervised', 'orthologous')",1
"('portal', 'protein,4Fe-4S', 'binding', 'domain')",1
"('NOG28004', 'non', 'supervised', 'orthologous')",1
"('integral', 'outer', 'membrane', 'proteins')",1
"('COG', 'NOG28004', 'non', 'supervised')",1
"('carbon', 'starvation', 'protein', 'CstA')",1
"('-methyltransferase', 'family,2-oxoacid', 'acceptor', 'oxidoreductase')",1
"('integrase', 'family,4Fe-4S', 'iron', 'sulfur')",1
"('COG', 'NOG31453', 'non', 'supervised')",1
"('Phage', 'integrase', 'family,4Fe-4S', 'iron')",1
"('Gar1/Naf1', 'RNA', 'binding', 'region')",1
"('phosphorelay', 'signal', 'transduction', 'system')",1
"('PTS', 'system', 'mannose/fructose/sorbose', 'family')",1
"('extracellular', 'polysaccharide', 'metabolic', 'process')",1
"('regulatory', 'protein', 'GntR', 'HTH')",1
"('system', 'mannose/fructose/sorbose', 'family', 'IID')",1
"('mannose/fructose/sorbose', 'family', 'IID', 'component')",1
"('8.87,4Fe-4S', 'iron', 'sulfur', 'cluster')",1
"('catalyzes', 'dithiol-disulfide', 'exchange', 'reactions')",1
"('InterPro', 'IPR003610', 'Carbohydrate-binding', 'module')",1
"('anaerobic', 'DMSO', 'reductase', 'chain')",1
"('COG', 'COG1360', 'Flagellar', 'motor')",1
"('xenobiotic', 'response', 'element', 'family')",1
"('DNA', 'binding', 'proteins', 'belonging')",1
"('Prokaryotic', 'DNA', 'binding', 'proteins')",1
"('two-sector', 'ATPase', 'subunit', 'H.a')",1
"('Stem', 'cell', 'self-renewal', 'protein')",1
"('PFAM', 'Stem', 'cell', 'self-renewal')",1
"('organisms', 'also', 'mRNA', 'maturation')",1
"('form', 'Mo-', 'molybdopterin', 'guanine')",1
"('Mo-', 'molybdopterin', 'guanine', 'dinucleotide')",1
"('Linear', 'amide', 'C-N', 'hydrolases')",1
"('pilus', 'assembly', 'protein', 'PilM')",1
"('Oligopeptide', 'transport', 'system', 'permease')",1
"('protein', 'translocation', 'channel', 'SecYEG')",1
"('system', 'permease', 'protein', 'OppC')",1
"('COG1589', 'Cell', 'division', 'septal')",1
"('Cell', 'division', 'septal', 'protein')",1
"('COG1360', 'Flagellar', 'motor', 'protein')",1
"('tripartite', 'complex', 'confers', 'resistance')",1
"(',YqaJ-like', 'viral', 'recombinase', 'domain')",1
"('MdtABC', 'tripartite', 'complex', 'confers')",1
"('phage-related', 'protein', 'xf0485', 'SWALL')",1
"('fastidiosa', 'phage-related', 'protein', 'xf0485')",1
"('Xylella', 'fastidiosa', 'phage-related', 'protein')",1
"('Alpha-L-rhamnosidase', 'N-terminal', 'domain', 'protein')",1
"('III', 'protein,36-mer', 'N-terminal', 'peptide')",1
"('type', 'III', 'protein,36-mer', 'N-terminal')",1
"('Fibronectin', 'type', 'III', 'protein,36-mer')",1
"('flp', 'pilus', 'assembly', 'ATPase')",1
"('PFAM', 'type', 'III', 'restriction')",1
"(',phage', 'major', 'capsid', 'protein')",1
"('pilus', 'assembly', 'ATPase', 'CpaF')",1
"('assembly', 'ATPase', 'CpaF', 'K01529')",1
"('Bacterial', 'alpha-L-rhamnosidase', 'C-terminal', 'domain')",1
"('Activates', 'ribosomal', 'RNA', 'transcription')",1
"('cell', 'self-renewal', 'protein', 'Piwi')",1
"('The', 'MdtABC', 'tripartite', 'complex')",1
"('-transporting', 'two-sector', 'ATPase', 'subunit')",1
"('Sec', 'protein', 'translocation', 'channel')",1
"('prokaryotic', 'molybdopterin-containing', 'oxidoreductase', 'family')",1
"('type', 'III', 'restriction', 'protein')",1
"('ABC', 'transporter', 'C-terminal', 'domain')",1
"('transporter', 'transmembrane', 'region,4Fe-4S', 'iron')",1
"('ABC', 'transporter', 'transmembrane', 'region,4Fe-4S')",1
"('NOG38867', 'non', 'supervised', 'orthologous')",1
"('COG', 'NOG38867', 'non', 'supervised')",1
"('Chromatin', 'associated', 'protein', 'KTI12,5')",1
"('dUTPase,4Fe-4S', 'iron', 'sulfur', 'cluster')",1
"('protein', 'disulfide', 'oxidoreductase', 'activity,4Fe-4S')",1
"('Fic', 'family,23S', 'rRNA-intervening', 'sequence')",1
"('transmembrane', 'signaling', 'receptor', 'activity')",1
"('Glyoxalase/Bleomycin', 'resistance', 'protein/Dioxygenase', 'superfamily')",1
"('Spermidine', 'putrescine-binding', 'periplasmic', 'protein')",1
"('Primosomal', 'replication', 'protein', 'n,3D')",1
"('replication', 'protein', 'n,3D', 'domain')",1
"('Phage', 'protein', 'Gp19/Gp15/Gp42,6-O-methylguanine', 'DNA')",1
"('dehydrogenases', 'maturation', 'factor', 'XdhC')",1
"('protein', 'Gp19/Gp15/Gp42,6-O-methylguanine', 'DNA', 'methyltransferase')",1
"('N-terminal', 'cleavage', 'methylation', 'domain')",1
"('transmembrane', 'region,4Fe-4S', 'iron', 'sulfur')",1
"(',Helix-turn-helix', 'XRE-family', 'like', 'proteins')",1
"('COG3437', 'Response', 'regulator', 'containing')",1
"('transcriptional', 'regulatory', 'protein', 'YedW')",1
"('COG', 'COG3437', 'Response', 'regulator')",1
"('COG', 'COG1191', 'DNA-directed', 'RNA')",1
"('Glycosyl', 'hydrolases', 'family', ""25,3'-to-5"")",1
"('Fe3', '-siderophores', 'transport', 'systems')",1
"('cobalamin', 'Fe3', '-siderophores', 'transport')",1
"('ABC-type', 'cobalamin', 'Fe3', '-siderophores')",1
"('COG1120', 'ABC-type', 'cobalamin', 'Fe3')",1
"('NOG11942', 'non', 'supervised', 'orthologous')",1
"('COG1191', 'DNA-directed', 'RNA', 'polymerase')",1
"('COG', 'NOG11942', 'non', 'supervised')",1
"('tail', 'protein,4Fe-4S', 'iron', 'sulfur')",1
"('minor', 'tail', 'protein,4Fe-4S', 'iron')",1
"('phage', 'tail', 'assembly', 'protein')",1
"('region,4Fe-4S', 'iron', 'sulfur', 'cluster')",1
"('score,37-kD', 'nucleoid-associated', 'bacterial', 'protein')",1
"('secretory', 'pathway', 'component', 'ExeA')",1
"('FPP', 'GGPP', 'synthase', 'family')",1
"('protein', 'xf0485', 'SWALL', 'Q9PG17')",1
"('regulator,37-kD', 'nucleoid-associated', 'bacterial', 'protein')",1
"('reductant,4Fe-4S', 'single', 'cluster', 'domain')",1
"('various', 'penultimate', 'amino', 'acid')",1
"('COG', 'NOG25370', 'non', 'supervised')",1
"('Sigma', 'factor', 'regulatory', 'protein')",1
"('amino', 'acid', 'residues', 'except')",1
"('acid', 'residues', 'except', 'L-proline')",1
"('factor', 'Mce', 'family', 'protein')",1
"('Virulence', 'factor', 'Mce', 'family')",1
"('Capsular', 'polysaccharide', 'biosynthesis', 'protein')",1
"('Peptidase', 'M15,4Fe-4S', 'single', 'cluster')",1
"('COG4464', 'Capsular', 'polysaccharide', 'biosynthesis')",1
"('M15,4Fe-4S', 'single', 'cluster', 'domain')",1
"('major', 'capsid', 'protein', 'E,4Fe-4S')",1
"('capsid', 'protein', 'E,4Fe-4S', 'iron')",1
"('protein', 'E,4Fe-4S', 'iron', 'sulfur')",1
"('addiction', 'module', 'killer', 'protein')",1
"('Resolvase', 'helix-turn-helix', 'domain', 'protein')",1
"('Firmicute', 'plasmid', 'replication', 'protein')",1
"('prohead', 'serine', 'protease,4Fe-4S', 'single')",1
"('penultimate', 'amino', 'acid', 'residues')",1
"('oxalate-dependent', 'acid', 'tolerance', 'response')",1
"('serine', 'protease,4Fe-4S', 'single', 'cluster')",1
"('ycfS', 'ynhG', 'family', 'protein')",1
"('NOG25193', 'non', 'supervised', 'orthologous')",1
"('COG', 'NOG25193', 'non', 'supervised')",1
"('spermidine', 'putrescine', 'transport', 'system')",1
"('DNA', 'synthesis,4Fe-4S', 'dicluster', 'domain')",1
"('ABC-type', 'spermidine', 'putrescine', 'transport')",1
"('minor', 'tail', 'protein', 'L,3')",1
"('germination', 'protein,4Fe-4S', 'iron', 'sulfur')",1
"('repeat-associated', 'core', 'domain', 'protein')",1
"('COG1131', 'ABC-type', 'multidrug', 'transport')",1
"('spore', 'germination', 'protein,4Fe-4S', 'iron')",1
"('Cell', 'division', 'protein', 'FtsJ')",1
"('ErfK', 'ybiS', 'ycfS', 'ynhG')",1
"('NOG25370', 'non', 'supervised', 'orthologous')",1
"('NOG26086', 'non', 'supervised', 'orthologous')",1
"('COG', 'NOG28168', 'non', 'supervised')",1
"('NOG28168', 'non', 'supervised', 'orthologous')",1
"('ybiS', 'ycfS', 'ynhG', 'family')",1
"('PFAM', 'Mor', 'transcription', 'activator')",1
"('ATP-dependent', 'helicase', 'deoxyribonuclease', 'subunit')",1
"('ribonucleoside-triphosphate', 'reductase', 'activating', 'protein,4Fe-4S')",1
"('phosphomethylpyrimidine', 'kinase', 'K00877', 'K00941')",1
"('protein', '2,2-oxoacid', 'acceptor', 'oxidoreductase')",1
"('capsid', 'protein', '2,2-oxoacid', 'acceptor')",1
