trigram,freq
"('synthetase', 'ammonia', 'chain')",1
"('Carbamoyl-phosphate', 'synthetase', 'ammonia')",1
"('weight', 'phosphatase', 'family')",1
"('PFAM', 'transposase', 'IS66')",1
"('PFAM', 'Formyl', 'transferase')",1
"('relaxed', 'tRNA', 'specificity')",1
"('tRNA', 'specificity', 'since')",1
"('two', 'steps', 'L-aspartate')",1
"('Low', 'molecular', 'weight')",1
"('molecular', 'weight', 'phosphatase')",1
"('fibre', 'assembly', 'protein,4Fe-4S')",1
"('PFAM', 'Rhomboid', 'family')",1
"('assembly', 'protein,4Fe-4S', 'iron')",1
"('DNA', 'primase', 'activity,4')",1
"('primase', 'activity,4', 'iron')",1
"(',ABC', 'transporter', 'substrate-binding')",1
"('Iron/manganese', 'superoxide', 'dismutases')",1
"('Fe2', '-dicitrate', 'sensor')",1
"('COG3712', 'Fe2', '-dicitrate')",1
"('arsenite', 'transmembrane', 'transporter')",1
"('betaine/carnitine/choline', 'family', 'transporter')",1
"('Sliding', 'clamp', 'subunit')",1
"('decatenation', 'events', 'required')",1
"('keto', 'reductase', 'family')",1
"('COG', 'NOG23374', 'non')",1
"('cyclic', 'pyranopterin', 'monophosphate')",1
"('Sporulation', 'protein', 'YabP')",1
"('amidase', 'family', 'K01448')",1
"('LytC', 'amidase', 'family')",1
"('relaxes', 'supercoiled', 'DNA')",1
"('circular', 'DNA', 'molecule')",1
"('dUTPase,3D', 'domain', 'protein')",1
"('COG', 'COG4845', 'Chloramphenicol')",1
"('COG4845', 'Chloramphenicol', 'O-acetyltransferase')",1
"('PFAM', 'AMP-dependent', 'synthetase')",1
"('COG0484', 'DnaJ-class', 'molecular')",1
"('NgoMIV', 'restriction', 'enzyme')",1
"('transposase', 'activity,4Fe-4S', 'single')",1
"('unknown', 'function', 'DUF58')",1
"('PFAM', 'Peptidase', 'family')",1
"('TTP,4Fe-4S', 'iron', 'sulfur')",1
"('PFAM', 'NUDIX', 'hydrolase')",1
"('fiber', 'protein,3D', 'domain')",1
"('score', '9.99,23S', 'rRNA-intervening')",1
"('9.99,23S', 'rRNA-intervening', 'sequence')",1
"('phage', 'tail-like', 'region')",1
"('Phage', 'tail', 'protein,23S')",1
"('tail', 'protein,23S', 'rRNA-intervening')",1
"('complex', 'MetNIQ', 'involved')",1
"('transporter', 'complex', 'MetNIQ')",1
"('Head', 'fiber', 'protein,3D')",1
"('Sporulation', 'protein', 'YyaC')",1
"('PFAM', 'Cell', 'wall')",1
"('Cell', 'wall', 'assembly')",1
"('wall', 'assembly', 'cell')",1
"('assembly', 'cell', 'proliferation')",1
"('cell', 'proliferation', 'coordinating')",1
"('proliferation', 'coordinating', 'protein')",1
"('TIGRFAM', 'sporulation', 'protein')",1
"('damaged', 'DNA,23S', 'rRNA-intervening')",1
"('III', 'delta', 'subunit')",1
"('polymerase', 'III', 'delta')",1
"(',Phage', 'prohead', 'protease')",1
"('host', 'cell', 'wall')",1
"('like', 'protein,8-oxoguanine', 'DNA')",1
"('protein,8-oxoguanine', 'DNA', 'glycosylase')",1
"('Beta-galactosidase', 'trimerisation', 'domain')",1
"('universal', 'ribosomal', 'protein')",1
"('ribosomal', 'protein', 'uS2')",1
"('protein', 'uS2', 'family')",1
"('exponential', 'growth,3D', 'domain')",1
"('C5-methyltransferase', 'family,23S', 'rRNA-intervening')",1
"('neurotransmitter', 'symporter', 'family,4Fe-4S')",1
"('symporter', 'family,4Fe-4S', 'iron')",1
"('Paralog', 'group', 'containing')",1
"('group', 'containing', 'PA0028')",1
"('PA0796', 'bacteriophage', 'similarities')",1
"('bacteriophage', 'similarities', 'Found')",1
"('supervised', 'orthologous', ""group,5'-3"")",1
"('repair', 'protein,3D', 'domain')",1
"('DNA', 'repair', 'protein,3D')",1
"('large', 'folded', 'proteins')",1
"('NOG29071', 'non', 'supervised')",1
"('signal', 'peptide', 'across')",1
"('glutathione', 'peroxidase', 'family')",1
"('characteristic', 'twin-arginine', 'motif')",1
"('folded', 'proteins', 'containing')",1
"('PFAM', 'Hemolysin-type', 'calcium-binding')",1
"('Hemolysin-type', 'calcium-binding', 'region')",1
"('transports', 'large', 'folded')",1
"('ATP', 'binding', ""protein,3'-5"")",1
"('protein', 'Tp47', 'domain')",1
"('Penicillin-binding', 'protein', 'Tp47')",1
"('YgiT-type', 'zinc', 'finger')",1
"('Uncharacterised', 'nucleotidyltransferase,5-formyltetrahydrofolate', 'cyclo-ligase')",1
"('nucleotidyltransferase,5-formyltetrahydrofolate', 'cyclo-ligase', 'family')",1
"('AlkA', 'N-terminal', 'domain')",1
"('COGs', 'COG3943', 'Virulence')",1
"('COG', 'NOG29071', 'non')",1
"('replication', 'origin', ""binding,5'-3"")",1
"('toxin', 'metabolic', 'process')",1
"('SigmaW', 'regulon', 'antibacterial')",1
"('Pi-cotransporter', 'II-like', 'protein')",1
"('PFAM', 'Pyridoxamine', ""5'-phosphate"")",1
"('COGs', 'COG1373', 'ATPase')",1
"('COG', 'COG3039', 'Transposase')",1
"('peptide', 'across', 'membranes')",1
"('double-stranded', 'RNA', 'RNA-DNA')",1
"('RNA', 'RNA-DNA', 'hybrid')",1
"('RNA-DNA', 'hybrid', 'binding')",1
"('hybrid', 'binding', 'protein')",1
"('Cell', 'wall-binding', 'repeat')",1
"('wall-binding', 'repeat', 'protein')",1
"('Thiamin', 'Synthesis', 'associated')",1
"('Synthesis', 'associated', 'domain')",1
"('haloacid', 'dehalogenase', 'superfamily')",1
"('Glycogen', 'debranching', 'enzyme')",1
"(',COG', 'NOG34759', 'non')",1
"('collar', 'domain', 'protein,3D')",1
"('NOG23374', 'non', 'supervised')",1
"('ion', 'channel', 'activity')",1
"('structural', 'properties,6-phosphofructokinase', 'activity')",1
"('MAP', 'kinase', 'kinase')",1
"('kinase', 'kinase', 'kinase')",1
"('oxidative', 'pentose-phosphate', 'pathway')",1
"('carbohydrates', 'besides', 'glycolysis')",1
"('DNA', 'clamp', 'loader')",1
"('clamp', 'loader', 'activity')",1
"('phosphatidylinositol', 'transporter', 'activity')",1
"('PFAM', 'Transposase', 'IS66')",1
"('inactivated', 'derivatives,4Fe-4S', 'single')",1
"('derivatives,4Fe-4S', 'single', 'cluster')",1
"('Fic/DOC', 'family', 'N-terminal')",1
"('corrinoid', 'adenosyltransferase', 'BtuR/CobO/CobP')",1
"('Serine/Threonine', 'protein', 'kinases')",1
"('HNH', 'endonuclease,3D', 'domain')",1
"('transferase', 'family', 'group')",1
"('subunit,23S', 'rRNA-intervening', 'sequence')",1
"('large', 'subunit,23S', 'rRNA-intervening')",1
"('terminase', 'large', 'subunit,23S')",1
"('TIGRFAM', 'RNA', 'polymerase')",1
"('triad', 'domain', 'protein')",1
"('Histidine', 'triad', 'domain')",1
"('neurotransmitter', 'symporter', 'family,3D')",1
"('symporter', 'family,3D', 'domain')",1
"('Topoisomerase', 'DNA', 'binding')",1
"('fold', 'immunity', 'protein')",1
"('NTF2', 'fold', 'immunity')",1
"('integrase', 'family,23S', 'rRNA-intervening')",1
"('acetylglutamate', 'kinase', 'family')",1
"('NOG13239', 'non', 'supervised')",1
"('COG', 'NOG13239', 'non')",1
"('CheY-like', 'receiver', 'AAA-type')",1
"('receiver', 'AAA-type', 'ATPase')",1
"('PFAM', 'Transposase', 'DDE')",1
"('Collagen', 'binding', 'domain')",1
"('mature', '70S', 'translation')",1
"('70S', 'translation', 'initation')",1
"('translation', 'initation', 'complex')",1
"('Conserved', 'repeat', 'domain')",1
"('Translation', 'elongation', 'factor')",1
"('Single-stranded', 'DNA-binding', ""protein,3'-5"")",1
"('replicative', 'DNA', 'helicase')",1
"('COG', 'NOG23094', 'non')",1
"('NOG23094', 'non', 'supervised')",1
"('dehydrogenase', 'family,4Fe-4S', 'single')",1
"('PFAM', 'Transposase', 'domain')",1
"(',Phage', 'minor', 'capsid')",1
"('Secondary', 'thiamine-phosphate', 'synthase')",1
"('Dienelactone', 'hydrolase', 'family')",1
"('GDP-mannose', 'dehydrogenase', 'family,4Fe-4S')",1
"('phosphoesterase', 'PA-phosphatase', 'related')",1
"('PFAM', 'phosphoesterase', 'PA-phosphatase')",1
"('FHA', 'domain', 'protein')",1
"('tape', 'measure', 'protein,3D')",1
"('measure', 'protein,3D', 'domain')",1
"('elongation', 'factor', 'EFG')",1
"('thiamine-phosphate', 'synthase', 'enzyme')",1
"(',Minor', 'capsid', 'protein')",1
"('cytochrome', 'b-c1', 'complex')",1
"('substrate-binding', 'protein', 'family')",1
"('L-serine', 'dehydratase', 'alpha')",1
"('protein', 'family', 'UPF0102')",1
"(',double-strand', 'break', 'repair')",1
"('NOG14444', 'non', 'supervised')",1
"('COG', 'NOG14444', 'non')",1
"('nucleoside', 'metabolic', 'process')",1
"('mitochondrial', 'respiratory', 'chain')",1
"('acid', 'kinase', 'family')",1
"('The', 'b-c1', 'complex')",1
"('b-c1', 'complex', 'mediates')",1
"('complex', 'mediates', 'electron')",1
"('mediates', 'electron', 'transfer')",1
"('Voltage-dependent', 'anion', 'channel')",1
"('electron', 'transport', 'chain')",1
"('Amino', 'acid', 'kinase')",1
"('Isoprenylcysteine', 'carboxyl', 'methyltransferase')",1
"('AhpC', 'enzyme', 'activity')",1
"('site', 'cysteine', 'residues')",1
"('Mycolic', 'acid', 'cyclopropane')",1
"('CRISPR-Cas', 'casABCDE-ygbT-ygbF', 'operon')",1
"('Site-specific', 'recombinases', 'DNA')",1
"('recombinases', 'DNA', 'invertase')",1
"('COG2197', 'Response', 'regulator')",1
"('prophage', 'CP-933O', 'K01146')",1
"('DNA', 'exonuclease', 'encoded')",1
"('acid', 'cyclopropane', 'synthetase')",1
"('methylase,8-oxoguanine', 'DNA', 'glycosylase')",1
"('active', 'site', 'cysteine')",1
"('Sporulation', 'protein', 'Cse60')",1
"('Has', 'ATPase', 'activity')",1
"('DNA', 'methylase,8-oxoguanine', 'DNA')",1
"(""3'-terminal"", 'hydroxyl', ""group,3'-5"")",1
"('cytosine-specific', 'DNA', 'methylase,8-oxoguanine')",1
"('exodeoxyribonuclease', 'VII', 'activity')",1
"('pre-mRNA', ""3'-splice"", 'site')",1
"('Membrane,4Fe-4S', 'single', 'cluster')",1
"('post-translocational', 'extracellular', 'folding')",1
"('several', 'secreted', 'proteins')",1
"('Helix-turn-helix,4Fe-4S', 'single', 'cluster')",1
"('Hydrolyzes', 'single-stranded', 'polyribonucleotides')",1
"('single-stranded', 'polyribonucleotides', 'processively')",1
"('AhpC', 'active', 'site')",1
"('alkyl', 'hydroperoxidase', 'activity')",1
"('IPR009708', 'Bacteriophage', 'A118')",1
"('InterPro', 'IPR009708', 'Bacteriophage')",1
"('COG', 'COG4823', 'Abortive')",1
"('COG4823', 'Abortive', 'infection')",1
"('Abortive', 'infection', 'bacteriophage')",1
"('infection', 'bacteriophage', 'resistance')",1
"('bacteriophage', 'resistance', 'protein')",1
"('Arm', 'DNA-binding', ""domain,5'-3"")",1
"('Thr', 'protein', 'phosphatase')",1
"('Small-conductance', 'mechanosensitive', 'channel')",1
"('Ser', 'Thr', 'protein')",1
"('dehydrogenase/acetyl-CoA', 'synthase', 'complex')",1
"('synthase', 'complex', 'beta')",1
"('complex', 'beta', 'subunit')",1
"('Extracellular', 'solute-binding', 'protein')",1
"('sub', 'domain,3D', 'domain')",1
"('stress', 'factor', 'RpoS')",1
"('sigma', 'stress', 'factor')",1
"('regulating', 'RssB', 'activity')",1
"('Inhibits', 'RpoS', 'proteolysis')",1
"(',8-oxoguanine', 'DNA', 'glycosylase')",1
"('Methyl-accepting', 'chemotaxis', 'protein')",1
"('shift,8-oxoguanine', 'DNA', 'glycosylase')",1
"('complex', 'TagGH', 'involved')",1
"('frame', 'shift,8-oxoguanine', 'DNA')",1
"('histidine', 'biosynthesis', 'seems')",1
"('HisG', 'enzymatic', 'activity')",1
"('X,4Fe-4S', 'iron', 'sulfur')",1
"('Protein', 'X,4Fe-4S', 'iron')",1
"('membrane', 'protein', 'assembly')",1
"('protein', 'assembly', 'complex')",1
"('Gp6-like,3D', 'domain', 'protein')",1
"('Acetyltransferase', 'GNAT', 'family')",1
"('PFAM', 'Sporulation', 'protein')",1
"('outer', 'membrane', 'factor')",1
"('distinct', 'editing', 'activities')",1
"('additional', 'distinct', 'editing')",1
"('non-cognate', 'amino', 'acids')",1
"('process', 'non-cognate', 'amino')",1
"('Divergent', 'PAP2', 'family')",1
"('tricistronic', 'rRNA', 'transcript')",1
"('catabolite', 'control', 'protein')",1
"('protein-glutamate', 'methylesterase', 'activity')",1
"('complex', 'RbsABC', 'involved')",1
"('transporter', 'complex', 'RbsABC')",1
"('score', '8.87,2-oxoacid', 'acceptor')",1
"('8.87,2-oxoacid', 'acceptor', 'oxidoreductase')",1
"('pyruvate', '2-ketoisovalerate', 'family')",1
"('pentaerythritol', 'trinitrate', 'reductase')",1
"('trinitrate', 'reductase', 'activity')",1
"('teichoic', 'acids', 'export')",1
"('transporter', 'complex', 'TagGH')",1
"('membrane', 'protein', 'SusF_SusE')",1
"('system', 'potassium', 'uptake')",1
"('Ethanolamine', 'utilisation', 'protein')",1
"('utilisation', 'protein', 'EutN/carboxysome')",1
"('glycerol-3-phosphate', 'responsive', 'antiterminator')",1
"('HicB', 'family', 'COG4226')",1
"('COG1525', 'Micrococcal', 'nuclease')",1
"(',sigma', 'factor', 'activity')",1
"('uptake', 'protein', 'TrkA')",1
"('Trk', 'system', 'potassium')",1
"('COG', 'NOG23385', 'non')",1
"('potassium', 'transport', 'system')",1
"('Low-affinity', 'potassium', 'transport')",1
"('Methylmalonyl-CoA', 'mutase,4Fe-4S', 'binding')",1
"('mutase,4Fe-4S', 'binding', 'domain')",1
"('protein', 'O,4.5', 'Transposon')",1
"('replication', 'protein', 'O,4.5')",1
"('Deoxyribose', 'operon', 'repressor')",1
"('PFAM', 'microcompartments', 'protein')",1
"('GPW', 'gp25', 'family')",1
"('gp25', 'family', 'protein')",1
"('COG', 'NOG25714', 'non')",1
"('NOG23385', 'non', 'supervised')",1
"('amino', 'acid', 'specificity')",1
"('AUA', 'codon-specific', 'tRNA')",1
"('Ligates', 'lysine', 'onto')",1
"('Can', 'also', 'use')",1
"('also', 'use', 'ribulose')",1
"('use', 'ribulose', '5-phosphate')",1
"('Succinyl-CoA', 'synthetase', 'functions')",1
"('citric', 'acid', 'cycle')",1
"('RNA', 'polymerase', 'holoenzyme')",1
"('This', 'phosphorylation', 'may')",1
"('phosphorylation', 'may', 'enable')",1
"('may', 'enable', 'SpoIIAA')",1
"('thus', 'releases', 'sigma')",1
"('NOG25714', 'non', 'supervised')",1
"(""3'-splice"", 'site', 'binding')",1
"('family,3D', 'domain', 'protein')",1
"('IrrE', 'N-terminal-like', ""domain,3'-to-5"")",1
"('mRNA', 'yielding', 'nucleioside')",1
"('NOG17973', 'non', 'supervised')",1
"('globally', 'reduce', 'transcription')",1
"('RNA', 'polymerase', 'alpha-CTD')",1
"('anchor', 'proteins', 'Mfa1')",1
"('Shikimate', 'dehydrogenase', 'substrate')",1
"('dehydrogenase', 'substrate', 'binding')",1
"('associated', 'anchor', 'proteins')",1
"('yielding', 'nucleioside', ""5'-phosphates"")",1
"('FGGY', 'kinase', 'family')",1
"('unknown', 'function', 'DUF86')",1
"('Fimbrillin-A', 'associated', 'anchor')",1
"('COG', 'NOG34047', 'non')",1
"('NOG34047', 'non', 'supervised')",1
"('DNA', 'recombination,2Fe-2S', 'iron-sulfur')",1
"('recombination,2Fe-2S', 'iron-sulfur', 'cluster')",1
"('iron-sulfur', 'cluster', 'binding')",1
"('COG', 'NOG17973', 'non')",1
"('pore', 'forming', 'domain')",1
"('alkyl', 'hydroperoxide', 'reductase')",1
"('unwind', 'short', 'rRNA')",1
"('1,4-beta-cellobiosidase', 'activity,23S', 'rRNA-intervening')",1
"(',cellulose', '1,4-beta-cellobiosidase', 'activity,23S')",1
"('sulfuric', 'ester', 'hydrolase')",1
"('nucleic', 'acid-templated', 'transcription')",1
"('Tail', 'fiber', 'repeat')",1
"('HAD', 'family', 'hydrolase')",1
"('short', 'rRNA', 'duplexes')",1
"('RNA', 'helicase', 'activity')",1
"('Colicin', 'pore', 'forming')",1
"('COG', 'KOG2845', 'Activating')",1
"('KOG2845', 'Activating', 'signal')",1
"('Activating', 'signal', 'cointegrator')",1
"('COG1179', 'Dinucleotide-utilizing', 'enzymes')",1
"('RNA', 'helicase', 'involved')",1
"('DEAD-box', 'RNA', 'helicase')",1
"('prophage', 'protein', 'gp16')",1
"('exchange', 'factor', 'activity')",1
"('guanyl-nucleotide', 'exchange', 'factor')",1
"('protein,37-kD', 'nucleoid-associated', 'bacterial')",1
"('multi-drug', 'export', 'protein')",1
"('COG', 'NOG06100', 'non')",1
"('NOG06100', 'non', 'supervised')",1
"('Predicted', 'Peptidoglycan', 'domain,23S')",1
"('Peptidoglycan', 'domain,23S', 'rRNA-intervening')",1
"('protease,3D', 'domain', 'protein')",1
"('Putative', 'small', 'multi-drug')",1
"('small', 'multi-drug', 'export')",1
"('serine', 'protease,3D', 'domain')",1
"('Portal', 'protein,37-kD', 'nucleoid-associated')",1
"('prohead', 'serine', 'protease,3D')",1
"('TerD', 'domain,4Fe-4S', 'single')",1
"('secretion', 'protein', 'Rhs')",1
"('NAD', 'metabolism,3D', 'domain')",1
"('PFAM', 'CheW', 'domain')",1
"('CheW', 'domain', 'protein')",1
"('division', 'protein', 'FtsQ')",1
"('COG0617', 'tRNA', 'nucleotidyltransferase')",1
"('dicarboxylate', 'symporter', 'family')",1
"('PFAM', 'Auxin', 'Efflux')",1
"('dihydroorotate', 'dehydrogenase', 'family')",1
"('undergoes', 'structural', 'changes')",1
"('light', 'may', 'act')",1
"('Blue', 'light', 'may')",1
"('Phage', 'Terminase,4-phosphoerythronate', 'dehydrogenase')",1
"('Terminase,4-phosphoerythronate', 'dehydrogenase', 'activity')",1
"('BluF', 'may', 'serve')",1
"('suggesting', 'BluF', 'may')",1
"('temperature', 'also', 'triggers')",1
"('low', 'temperature', 'also')",1
"('bound', 'DNA', 'target')",1
"('ensures', 'cell', 'division')",1
"('This', 'ensures', 'cell')",1
"('internal', 'division', 'sites')",1
"('cell', 'division', 'inhibition')",1
"('Auxin', 'Efflux', 'Carrier')",1
"('activity,23S', 'rRNA-intervening', 'sequence')",1
"('Major', 'tail', 'shaft')",1
"('Oxidoreductase', 'FAD-binding', 'domain')",1
"('surface', 'anchor', 'family')",1
"(',Podovirus', 'DNA', 'encapsidation')",1
"('biological', 'process', 'described')",1
"('nuclear', 'chromosome', 'segregation,4Fe-4S')",1
"('chromosome', 'segregation,4Fe-4S', 'single')",1
"('segregation,4Fe-4S', 'single', 'cluster')",1
"('Peptidase', 'family', 'M50')",1
"('anchor', 'family', 'protein')",1
"('COG5263', 'FOG', 'Glucan-binding')",1
"('COG', 'COG4096', 'Type')",1
"('FOG', 'Glucan-binding', 'domain')",1
"('Voltage', 'gated', 'chloride')",1
"('gated', 'chloride', 'channel')",1
"('wall', 'surface', 'anchor')",1
"('cell', 'wall', 'surface')",1
"('M1,6-pyruvoyl', 'tetrahydropterin', 'synthase')",1
"('lyzozyme', 'M1,6-pyruvoyl', 'tetrahydropterin')",1
"('attachment,3D', 'domain', 'protein')",1
"('membrane', 'attachment,3D', 'domain')",1
"('phosphatase,4Fe-4S', 'single', 'cluster')",1
"('The', 'resulting', 'ammonia')",1
"('TIGRFAM', 'amino', 'acid')",1
"('Replicative', 'DNA', 'helicase')",1
"('catalyzes', 'glycan', 'chain')",1
"('glycan', 'chain', 'elongation')",1
"('pur', 'operon', 'repressor')",1
"(',Tail', 'tubular', 'protein')",1
"('hydrolase', '108,4', 'iron')",1
"('Glycosyl', 'hydrolase', '108,4')",1
"('tape', 'measure', 'protein,3')",1
"('Baseplate', 'J-like', 'protein,3D')",1
"('J-like', 'protein,3D', 'domain')",1
"('LuxR', 'family', 'transcriptional')",1
"('PFAM', 'Integrase', 'core')",1
"('beta', 'subunit', 'N-term')",1
"('resulting', 'ammonia', 'molecule')",1
"('Enterobacterial', 'Ail/Lom', 'protein')",1
"('pfam', 'nlp', 'p60')",1
"('Methylase,4Fe-4S', 'single', 'cluster')",1
"('protein', 'Bacteriophage', 'A118')",1
"('protein', 'kinase', 'regulator')",1
"('SMART', 'AAA', 'ATPase,5')",1
"(',YqaJ', 'viral', 'recombinase')",1
"('family,37-kD', 'nucleoid-associated', 'bacterial')",1
"('DpnII', 'restriction', 'endonuclease')",1
"('connector', 'protein', 'AriR')",1
"('RecT', 'family,37-kD', 'nucleoid-associated')",1
"('shaft', 'protein', 'Bacteriophage')",1
"('Helix-turn-helix', 'domain,3D', 'domain')",1
"('portal', 'protein,4Fe-4S', 'iron')",1
"('tail', 'shaft', 'protein')",1
"('COG', 'COG1974', 'SOS-response')",1
"('COG1974', 'SOS-response', 'transcriptional')",1
"('SOS-response', 'transcriptional', 'repressors')",1
"('N-6', 'DNA', 'Methylase,4Fe-4S')",1
"('DNA', 'Methylase,4Fe-4S', 'single')",1
"('alkaline', 'nonlysosomal', 'ceramidase')",1
"('Neutral', 'alkaline', 'nonlysosomal')",1
"('PFAM', 'Neutral', 'alkaline')",1
"('wall', 'hydrolase', 'SleB')",1
"('C4-dicarboxylate', 'anaerobic', 'carrier')",1
"('NOG28927', 'non', 'supervised')",1
"('COG', 'NOG28927', 'non')",1
"('MobL', 'family', 'protein')",1
"('MobA', 'MobL', 'family')",1
"('PFAM', 'Peptidase', 'M20')",1
"('connector', 'protein', 'YcgZ')",1
"('nlpA', 'lipoprotein', 'family')",1
"('Transposase', 'IS4', 'family')",1
"('portal', 'protein,3D', 'domain')",1
"('capsid', 'portal', 'protein,3D')",1
"('pyridine', 'binding', 'domain')",1
"('unknown', 'function', 'DUF2625')",1
"('COG', 'NOG24980', 'non')",1
"('NOG24980', 'non', 'supervised')",1
"('sporulation', 'protein', 'YunB')",1
"('Addiction', 'module', 'antidote')",1
"('GH3', 'auxin-responsive', 'promoter')",1
"('Hydrid', 'cluster', 'protein-associated')",1
"('Alcohol', 'dehydrogenase', 'iron-dependent')",1
"('Acyl-coenzyme', 'A:6-aminopenicillanic', 'acid')",1
"('A:6-aminopenicillanic', 'acid', 'acyl-transferase')",1
"('carrier', 'protein', 'TusA')",1
"('associated', 'protein', 'Cas6,4Fe-4S')",1
"('protein', 'Cas6,4Fe-4S', 'single')",1
"('Cas6,4Fe-4S', 'single', 'cluster')",1
"('disulfide', 'domain', 'protein')",1
"('ABC', 'molybdenum', 'transporter')",1
"('B-type', 'domain', 'protein')",1
"('PFAM', 'Accessory', 'gene')",1
"('Broad', 'specificity', 'carboxypetidase')",1
"('releases', 'amino', 'acids')",1
"('amino', 'acids', 'sequentially')",1
"('COG', 'COG1595', 'DNA-directed')",1
"('ABC-type', 'oligopeptide', 'transport')",1
"('ATP-binding', 'subunit', 'modF')",1
"('dehydrogenase', 'complex', 'catalyzes')",1
"('ABC', 'transporter,23S', 'rRNA-intervening')",1
"('dependent', 'RNA', 'polymerase,5')",1
"('The', 'V-type', 'beta')",1
"('V-type', 'beta', 'chain')",1
"('Chloramphenicol', 'phosphotransferase-like', 'protein')",1
"('COG4753', 'Response', 'regulator')",1
"('AraC-type', 'DNA-binding', 'domain')",1
"('YhgE', 'Pip', 'N-terminal')",1
"('Pip', 'N-terminal', 'domain')",1
"('Nucleoside', 'diphosphate', 'kinase')",1
"('TIGRFAM', 'Phage,3D', 'domain')",1
"('protein', 'TusA', 'family')",1
"('COG0175', ""3'-phosphoadenosine"", ""5'-phosphosulfate"")",1
"(""3'-phosphoadenosine"", ""5'-phosphosulfate"", 'sulfotransferase')",1
"('phosphatidylinositol-4-phosphate', '5-kinase', 'family')",1
"('5-kinase', 'family', 'protein')",1
"('family', 'protein', 'K00889')",1
"('Sulfite', 'exporter', 'TauE/SafE')",1
"('oligopeptide', 'transport', 'system')",1
"('transport', 'system', 'periplasmic')",1
"('system', 'periplasmic', 'component')",1
"('transposase', 'IS116', 'IS110')",1
"('system', 'phoR', 'phoB')",1
"('PFAM', 'AAA', 'ATPase')",1
"('superfamily', 'c-terminal', ""domain,5'-3"")",1
"('YheO-like', 'PAS', 'domain')",1
"('bacterial-type', 'flagellum-dependent', 'cell')",1
"('flagellum-dependent', 'cell', 'motility')",1
"('PFAM', 'transposase', 'IS116')",1
"('Also', 'exhibits', '3-hydroxyacyl-CoA')",1
"('COGs', 'COG1061', 'DNA')",1
"('exhibits', '3-hydroxyacyl-CoA', 'epimerase')",1
"('3-hydroxyacyl-CoA', 'dehydrogenase', 'activities')",1
"('Phage', 'P22-like', 'portal')",1
"('P22-like', 'portal', 'protein')",1
"('Converts', 'alpha-N-acetylneuranimic', 'acid')",1
"('Probably', 'facilitates', 'sialidase-negative')",1
"('facilitates', 'sialidase-negative', 'bacteria')",1
"('regulatory', 'system', 'phoR')",1
"('phosphate', 'regulatory', 'system')",1
"('two-component', 'phosphate', 'regulatory')",1
"('histidine', 'protein', 'kinase')",1
"('cation', 'binding', 'domain')",1
"('virion', 'assembly', 'protein')",1
"('histidine', 'biosynthetic', 'process')",1
"('T=7', 'icosahedral', 'viral')",1
"('chaperone-mediated', 'protein', 'folding')",1
"('Threonine', 'synthase,4Fe-4S', 'binding')",1
"('synthase,4Fe-4S', 'binding', 'domain')",1
"('HHE', 'cation', 'binding')",1
"('Phosphoenolpyruvate-dependent', 'sugar', 'phosphotransferase')",1
"('Putative', 'Competence', 'protein')",1
"('Hemerythrin', 'HHE', 'cation')",1
"('N-terminal', '7TM', 'region')",1
"('isomerase', 'type', 'I,5')",1
"('Carbon', 'starvation', 'protein')",1
"('Membrane-associated', 'histidine', 'protein')",1
"('transporter,23S', 'rRNA-intervening', 'sequence')",1
"('YjcQ', 'protein,23S', 'rRNA-intervening')",1
"('MarR', 'family,3D', 'domain')",1
"('Lysine', 'exporter', 'LysO')",1
"('exonuclease', 'acting', 'preferentially')",1
"('double-', 'stranded', 'DNA')",1
"('1,4-beta-cellobiosidase', 'activity,3H', 'domain')",1
"('unsaturated', 'glucuronyl', 'hydrolase')",1
"('glucuronyl', 'hydrolase', 'involved')",1
"('bacterial', 'surface', 'properties')",1
"('cellulose', '1,4-beta-cellobiosidase', 'activity,3H')",1
"('Tat', 'pathway', 'signal')",1
"('HK97', 'family,4Fe-4S', 'iron')",1
"('pathway', 'signal', 'sequence')",1
"('signal', 'sequence', 'domain')",1
"('sequence', 'domain', 'protein')",1
"('Six-Cys-in-45', 'modification', 'radical')",1
"('Anti-Sigma', 'Factor', 'A,3')",1
"('The', 'misacylated', 'Cys-')",1
"('subunits', 'eIF-2Bgamma', 'eIF-2Bepsilon')",1
"('Ompp1', 'FadL', 'TodX')",1
"('specifically', 'removes', 'acetyl')",1
"('alanine', 'symporter', 'family')",1
"('general', 'secretion', 'pathway')",1
"('carrier', 'protein', 'transacylase')",1
"('DJ-1', 'PfpI', 'family')",1
"('PfpI', 'family', 'protein')",1
"('COG', 'COG1879', 'ABC-type')",1
"('COG1879', 'ABC-type', 'sugar')",1
"('related', 'Ca2', '-binding')",1
"('Ca2', '-binding', 'proteins')",1
"('COG', 'COG4974', 'Site-specific')",1
"('NAD-dependent', 'lysine', 'deacetylase')",1
"(',Glycosyl', 'hydrolase', '108')",1
"('factor', 'enzyme', ""1,5'-3"")",1
"('stalled', 'ribosomes', 'mediated')",1
"('SmpB', 'together', 'mimic')",1
"('together', 'mimic', 'tRNA')",1
"('mimic', 'tRNA', 'shape')",1
"('pathogenesis,4Fe-4S', 'iron', 'sulfur')",1
"('Bacterial', 'mobilization', 'protein')",1
"('mobilization', 'protein', 'MobC')",1
"('domain', 'protein,23S', 'rRNA-intervening')",1
"('Phage', 'Terminase,3D', 'domain')",1
"('COG2273', 'Beta-glucanase', 'Beta-glucan')",1
